GEOID,pop_total,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,tenure_total,tenure_owner,tenure_renter
245100601001,573,142,0,17,24,19,13,10,0,0,0,0,9,29,7,14,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7,13,0,0,0,0,142,42,100
245100601002,867,324,86,29,26,0,7,31,22,5,8,14,17,34,6,15,11,13,162,0,0,0,32,0,0,0,0,0,0,22,0,0,0,0,0,0,8,44,47,9,0,0,0,324,162,162
245100601004,627,169,0,0,26,12,27,15,0,7,0,8,8,30,8,18,0,10,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,18,0,0,0,0,169,76,93
245100902001,1533,653,14,27,30,20,65,15,42,46,45,50,75,100,36,29,0,59,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,18,55,0,0,0,0,653,553,100
245100906001,1538,371,0,9,21,42,8,11,10,37,33,67,61,0,30,42,0,0,146,0,0,0,11,0,0,0,0,0,0,0,0,10,11,0,0,0,30,41,43,0,0,0,0,371,225,146
245100906002,600,226,51,24,31,0,9,44,0,0,13,32,0,0,10,12,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,10,0,0,0,226,175,51
245100906004,622,277,24,57,36,0,10,0,10,30,37,12,11,13,0,37,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,37,0,0,0,0,277,206,71
245100909003,517,175,9,0,25,24,13,24,0,9,14,18,9,30,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,16,16,0,0,8,0,24,9,9,22,0,0,0,0,175,71,104
245101001001,1082,255,6,38,21,21,55,0,9,14,7,22,57,0,5,0,0,0,135,0,0,6,21,0,13,0,10,0,0,0,9,0,4,16,15,0,25,16,0,0,0,0,0,255,120,135
245101001002,414,305,202,33,24,22,9,5,10,0,0,0,0,0,0,0,0,0,292,0,6,31,66,97,9,17,7,12,0,0,0,0,0,0,0,5,18,19,0,0,0,0,0,305,13,292
245101501001,592,222,26,25,35,33,30,7,0,34,0,0,13,11,0,8,0,0,164,15,0,0,19,10,0,17,0,9,26,0,24,7,0,0,37,0,0,0,0,0,0,0,0,222,58,164
245101501002,1363,462,158,42,67,55,17,0,21,5,19,36,26,0,16,0,0,0,253,8,0,29,63,20,0,0,0,8,21,10,26,0,21,0,26,16,5,0,0,0,0,0,0,462,209,253
245101509001,1154,354,6,22,25,54,51,0,9,0,0,77,39,33,0,25,0,13,169,0,0,0,0,0,0,0,0,0,0,0,36,0,12,25,28,36,6,26,0,0,0,0,0,354,185,169
245101509004,339,218,0,9,24,8,29,19,10,6,11,36,9,29,21,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,0,0,0,0,0,0,218,183,35
245101509003,567,205,0,0,12,13,8,0,0,9,0,8,18,70,16,27,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,205,182,23
245102004001,631,235,35,52,0,18,0,17,51,28,19,10,5,0,0,0,0,0,193,0,0,0,4,0,0,0,0,8,12,7,9,11,0,17,52,38,35,0,0,0,0,0,0,235,42,193
245102005005,788,350,105,64,21,17,0,39,13,0,0,22,40,29,0,0,0,0,230,0,0,10,36,12,33,0,10,10,0,11,0,0,15,0,0,53,27,13,0,0,0,0,0,350,120,230
245102005004,696,230,25,0,52,12,20,13,10,57,0,14,23,4,0,0,0,0,140,0,0,0,0,0,0,0,12,20,10,0,0,16,0,0,57,0,0,13,0,0,0,0,0,230,90,140
245102501012,2795,971,72,60,23,26,107,43,42,37,37,122,80,186,40,45,6,45,255,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,32,73,61,23,32,0,0,0,0,971,716,255
245102501011,1632,555,0,31,94,13,34,18,17,20,91,72,39,34,22,14,24,32,298,0,0,0,0,0,22,0,0,10,23,0,0,0,0,0,41,64,49,74,0,0,0,0,0,555,257,298
245102604041,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5
245102604042,685,192,42,8,4,0,0,5,0,15,0,26,34,13,45,0,0,0,105,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,38,21,0,0,0,0,192,87,105
245102701022,891,271,53,0,0,40,0,0,9,0,9,49,50,29,9,9,9,5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,0,0,0,0,39,0,0,0,0,271,184,87
245102701024,1198,399,10,0,9,8,18,30,0,9,38,35,104,49,33,33,10,13,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,46,0,0,0,0,399,331,68
245102701023,708,267,2,33,0,8,0,25,10,0,0,24,39,72,23,14,11,6,73,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,35,0,0,0,0,267,194,73
245102701021,967,376,10,14,12,0,37,29,7,0,25,8,67,76,44,23,24,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,362,14
245102705013,970,405,26,9,16,17,11,8,18,0,41,59,13,101,68,18,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,405,361,44
245102705014,1484,622,0,24,16,30,26,15,30,16,60,48,53,83,104,87,30,0,114,0,0,0,0,0,0,0,0,10,0,0,0,0,45,0,0,0,14,0,14,0,0,0,0,622,508,114
245102705011,768,275,0,0,0,44,14,0,11,0,8,73,30,35,24,7,19,10,55,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,44,0,0,0,0,0,0,0,0,275,220,55
245102705012,786,329,21,19,44,19,23,7,0,13,10,25,37,30,23,12,24,22,64,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,0,0,0,0,0,329,265,64
245102708011,963,389,30,38,0,18,7,8,32,18,55,13,56,64,50,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,30,41,0,0,0,0,389,256,133
245101203003,652,300,0,22,52,56,0,8,0,22,22,17,33,37,0,0,20,11,171,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,7,0,51,65,14,9,3,0,0,300,129,171
245101206002,1212,559,147,55,8,8,46,46,35,17,25,56,42,31,23,16,4,0,545,0,21,0,0,20,19,9,0,20,0,0,39,8,24,64,45,103,76,46,44,0,0,0,0,559,14,545
245101206001,828,504,133,94,22,9,50,38,9,23,26,17,29,0,25,0,15,14,428,28,20,0,75,0,25,56,0,8,0,22,10,25,10,48,13,10,47,17,14,0,0,0,0,504,76,428
245101402004,646,234,49,47,29,0,56,31,0,0,0,0,0,22,0,0,0,0,227,23,24,13,0,0,0,65,0,0,0,0,0,0,0,0,0,55,47,0,0,0,0,0,0,234,7,227
245101402001,720,272,117,22,13,0,0,40,8,0,27,22,19,4,0,0,0,0,258,32,8,20,23,19,9,24,0,0,0,0,9,0,0,24,4,43,18,25,0,0,0,0,0,272,14,258
245101402003,370,109,36,14,0,0,0,5,0,0,0,0,0,0,0,54,0,0,73,0,0,0,0,0,5,0,0,0,0,0,0,0,36,0,0,0,18,0,0,0,14,0,0,109,36,73
245101502002,659,279,78,7,33,5,0,18,12,45,0,0,44,0,21,16,0,0,179,0,20,0,0,17,0,0,21,0,0,30,19,0,19,0,0,11,42,0,0,0,0,0,0,279,100,179
245101506002,530,181,23,39,17,40,0,16,0,11,0,9,8,9,9,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,18,0,17,0,9,0,23,7,28,0,0,0,0,181,70,111
245101701002,545,339,59,85,37,0,74,27,8,0,0,0,22,21,0,6,0,0,307,0,0,0,0,6,19,22,21,0,42,18,15,21,16,0,26,0,24,58,12,0,0,0,0,339,32,307
245101701001,1049,645,152,39,38,30,15,53,51,48,10,56,47,59,18,21,0,8,522,0,0,0,33,36,8,7,0,8,8,16,0,0,23,8,14,57,149,64,45,28,0,0,0,645,123,522
245101802002,436,236,106,20,12,0,12,11,3,6,6,0,31,4,25,0,0,0,146,30,0,17,45,0,14,0,0,15,6,0,0,0,2,0,5,8,0,4,0,0,0,0,0,236,90,146
245101802001,527,155,17,32,6,13,17,4,31,3,0,21,0,0,11,0,0,0,144,0,0,0,0,0,15,10,0,0,11,0,0,0,26,0,24,21,20,17,0,0,0,0,0,155,11,144
245101903002,639,311,78,52,16,24,17,18,26,0,0,13,38,22,3,4,0,0,256,0,5,12,46,6,32,0,0,4,11,0,0,10,18,8,0,45,36,0,18,0,0,0,0,311,55,256
245101903003,593,164,19,28,18,6,0,0,0,0,14,5,39,16,19,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,30,6,22,36,0,0,0,0,0,164,27,137
245101903001,441,174,16,23,46,19,0,5,8,0,4,28,0,5,6,0,0,14,119,0,0,0,0,18,0,0,0,0,4,0,0,0,0,11,40,0,0,24,8,0,0,0,0,174,55,119
245101903004,699,224,65,18,19,21,10,21,0,5,3,23,19,20,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,5,0,0,15,5,39,18,35,14,0,0,0,0,0,224,93,131
245102501021,1061,445,10,16,35,23,33,29,21,9,0,124,78,18,10,35,4,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57,30,41,69,0,0,0,0,0,0,445,237,208
245102501022,2132,776,63,7,49,41,79,59,174,25,28,126,47,57,17,0,0,4,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,88,140,21,100,0,0,0,0,776,398,378
245102503011,690,207,21,4,21,0,0,27,4,16,0,0,50,59,0,5,0,0,73,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,20,13,16,0,0,0,0,207,134,73
245102503012,1656,630,207,30,82,36,5,23,7,22,47,72,46,40,0,0,13,0,356,41,0,30,104,40,8,23,6,0,13,0,0,0,9,0,16,0,28,21,17,0,0,0,0,630,274,356
245102504012,507,198,26,0,0,6,0,0,22,14,31,6,54,12,7,0,20,0,64,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,26,25,7,0,0,0,0,0,0,198,134,64
245102504013,1269,375,8,16,0,0,40,46,0,0,58,88,29,31,18,0,12,29,249,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,0,18,95,25,0,0,0,0,375,126,249
245102504011,1939,695,93,92,130,16,20,26,69,50,29,57,7,0,17,81,0,8,356,0,0,0,0,0,14,0,8,21,0,0,0,0,8,40,36,66,0,123,14,0,0,0,0,695,339,356
245100807002,218,80,23,0,0,24,10,0,5,0,0,0,6,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,0,80,50,30
245102717006,818,234,40,0,53,0,0,0,0,0,0,60,49,32,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,92,44,0,0,0,0,0,234,78,156
245102708013,748,289,24,0,44,17,0,6,0,65,0,16,65,42,5,0,0,5,134,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,59,0,0,58,0,0,0,0,289,155,134
245102708014,1535,462,38,0,22,32,26,65,9,0,5,63,57,60,27,52,0,6,152,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,45,10,40,16,0,0,0,462,310,152
245102708012,1084,433,25,0,0,0,42,23,8,68,29,103,12,62,42,19,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,17,0,24,0,0,0,0,433,362,71
245102717005,1022,370,20,10,6,14,103,0,0,63,0,57,16,40,0,0,29,12,202,0,0,0,0,0,0,0,0,0,0,14,0,0,24,0,0,62,43,0,38,0,0,0,0,370,168,202
245102717001,478,239,75,55,0,57,0,0,17,0,0,27,0,0,0,0,0,8,231,22,0,0,17,47,49,18,15,27,8,0,0,11,0,0,17,0,0,0,0,0,0,0,0,239,8,231
245102717002,408,262,69,23,18,27,7,8,0,16,18,21,13,0,29,7,6,0,96,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,38,0,0,8,0,0,0,262,166,96
245102717004,1069,373,57,14,22,34,7,23,0,39,30,8,28,90,12,9,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,44,12,0,0,0,0,373,269,104
245102802003,516,284,63,0,7,0,0,0,0,0,47,40,15,15,33,9,55,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,0,0,0,284,202,82
245102802001,1251,392,11,0,17,43,0,0,0,0,9,28,34,119,45,52,34,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,20,30,0,8,0,0,392,317,75
245102802006,735,289,11,76,6,29,36,16,36,0,0,42,0,0,12,15,10,0,117,0,11,0,20,0,0,0,10,0,0,0,0,0,10,18,9,0,14,0,16,0,0,0,0,289,172,117
245102803011,921,365,47,9,32,0,11,0,10,23,8,21,74,32,55,0,25,18,328,0,0,0,0,0,0,0,14,23,0,0,0,0,10,0,0,23,140,83,35,0,0,0,0,365,37,328
245101902001,1012,379,33,0,59,10,52,0,0,0,6,19,92,35,9,22,17,25,233,0,0,0,7,0,5,0,0,0,0,15,0,26,27,6,38,17,22,10,26,10,13,0,0,379,146,233
245102201004,1095,427,0,0,14,0,12,0,0,0,0,10,42,32,83,78,37,119,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,11,57,34,0,16,427,268,159
245102201001,999,485,23,73,0,26,12,0,21,22,0,80,11,79,60,0,46,32,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,78,147,96,28,0,0,485,107,378
245102201002,1982,1216,93,214,124,33,40,89,57,0,12,95,18,36,90,40,67,208,838,0,0,42,20,12,44,65,40,91,58,0,30,58,27,0,66,0,18,78,75,15,31,36,18,1216,378,838
245102303002,1041,459,19,12,17,21,9,0,16,0,8,11,26,83,61,60,66,50,182,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,16,0,34,14,52,31,8,18,3,459,277,182
245102502071,1296,567,63,43,55,65,69,88,18,14,13,64,12,25,15,12,0,11,561,0,6,0,16,0,0,0,0,8,28,5,11,0,0,51,203,112,68,28,25,0,0,0,0,567,6,561
245102503032,1039,331,20,59,32,9,24,30,16,14,10,8,13,32,26,5,19,14,169,0,0,0,0,22,0,13,12,0,0,0,0,0,0,0,0,0,89,25,0,0,0,0,0,331,162,169
245102503031,484,214,29,25,30,11,12,0,20,7,8,63,3,6,0,0,0,0,53,0,0,0,0,0,0,0,0,7,17,0,0,0,0,0,2,0,17,5,0,0,0,0,0,214,161,53
245102602021,96,66,16,12,0,0,0,0,0,0,0,38,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,66,38,28
245102602022,2514,1096,144,127,40,112,77,83,112,53,103,85,96,64,0,0,0,0,1096,0,0,0,0,0,0,0,37,0,0,99,82,97,179,89,113,172,165,32,14,0,0,0,0,1096,0,1096
245102602023,1977,740,50,11,18,77,30,0,84,14,50,73,43,190,44,45,0,11,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,28,0,0,0,0,0,0,740,676,64
245102603023,781,304,0,0,54,18,73,0,0,0,16,95,48,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,111,0,0,0,0,0,304,118,186
245102603021,658,256,19,0,47,8,0,17,37,0,0,0,47,61,20,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,256,238,18
245102603024,1763,751,230,20,16,12,13,104,71,0,14,121,55,48,32,0,0,15,293,0,0,0,0,78,0,0,0,0,0,0,0,0,0,92,19,20,64,0,20,0,0,0,0,751,458,293
245102607002,1066,360,20,21,48,12,11,24,5,14,11,51,43,41,11,7,16,25,144,0,0,0,0,0,0,0,0,0,0,7,0,0,19,0,4,4,13,62,32,0,3,0,0,360,216,144
245102804041,2302,860,143,74,60,51,35,38,42,41,27,60,141,59,31,28,19,11,435,4,46,22,32,30,58,0,23,5,14,5,12,32,5,3,52,11,33,16,15,0,0,0,0,860,425,435
245101205001,1027,375,84,5,12,29,3,33,9,13,0,38,38,35,13,13,11,39,309,0,0,6,31,6,19,0,22,0,0,0,0,8,0,48,37,56,52,6,3,0,0,0,0,375,66,309
245101303001,717,331,88,10,30,0,19,15,12,26,5,32,15,40,6,17,0,16,122,0,21,11,7,0,0,0,0,0,0,0,0,0,0,0,18,3,27,25,6,0,0,0,0,331,209,122
245101503001,663,195,48,17,13,4,12,6,9,35,0,0,12,15,24,0,0,0,100,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,26,0,20,28,5,0,0,0,0,195,95,100
245101503003,755,229,21,17,18,27,14,25,19,0,0,4,33,36,15,0,0,0,154,0,0,0,0,0,0,0,13,0,0,0,0,12,22,12,0,0,36,13,14,0,0,0,0,229,75,154
245101507021,773,360,25,16,35,6,35,43,11,0,13,63,27,36,10,23,17,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,52,22,8,0,0,0,0,360,254,106
245101507022,954,351,50,33,10,22,14,0,49,22,6,12,46,39,48,0,0,0,164,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,72,32,0,0,0,0,0,351,187,164
245101511003,1005,322,16,21,0,0,39,0,20,34,0,90,21,39,0,0,42,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,322,301,21
245101511004,624,263,37,0,21,28,0,0,0,17,0,17,14,26,0,76,27,0,21,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,242,21
245101511002,1538,729,58,52,59,57,100,108,17,54,0,21,53,45,80,25,0,0,500,0,0,0,0,0,0,0,0,0,0,23,0,27,0,84,107,139,84,0,0,0,0,0,0,729,229,500
245101511001,1746,558,79,0,20,18,66,21,48,0,67,47,16,132,0,0,44,0,221,0,0,20,0,0,0,0,0,79,0,0,0,0,0,0,67,7,48,0,0,0,0,0,0,558,337,221
245101513003,314,114,9,14,0,23,0,47,0,10,0,0,0,11,0,0,0,0,64,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,45,10,0,0,0,0,0,114,50,64
245101513004,959,315,53,10,53,19,32,0,0,5,25,27,18,64,9,0,0,0,141,0,0,0,0,0,0,0,0,0,29,0,0,23,0,9,0,0,17,24,3,0,0,0,0,315,174,141
245101901002,1024,358,67,11,34,7,35,47,50,5,23,0,44,17,7,0,5,6,259,0,21,0,0,0,0,16,0,0,20,0,4,0,21,53,24,23,32,33,12,0,0,0,0,358,99,259
245101901003,742,344,148,33,43,20,29,18,6,5,0,20,0,17,5,0,0,0,306,0,37,0,39,12,48,20,14,0,7,0,0,0,14,0,32,0,49,11,0,9,0,0,0,344,38,306
245101401001,1263,613,21,0,19,51,69,0,0,15,50,48,48,171,13,8,65,35,440,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,26,12,100,37,214,0,0,0,0,613,173,440
245101303003,832,324,98,34,24,46,22,22,13,15,20,0,0,12,7,6,0,5,225,0,0,10,16,6,11,9,6,6,6,0,3,0,15,7,21,19,52,18,12,0,0,0,0,324,99,225
245101308032,1081,503,19,0,35,35,31,36,40,57,0,69,74,9,59,18,0,21,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,25,153,9,13,0,0,0,0,503,275,228
245101308033,979,458,17,0,8,10,58,0,31,0,34,37,78,43,43,20,40,39,152,0,0,0,0,0,0,0,0,0,0,28,0,7,0,0,0,29,26,0,55,7,0,0,0,458,306,152
245101505001,705,312,27,41,47,32,10,34,13,18,3,28,22,9,15,13,0,0,241,0,0,0,5,18,0,0,14,0,17,30,34,12,4,10,0,10,55,8,9,0,15,0,0,312,71,241
245101505002,839,311,43,8,30,13,17,16,11,4,19,46,37,49,14,4,0,0,164,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,37,31,30,8,22,10,0,0,0,311,147,164
245100202001,636,347,17,0,0,5,58,12,30,33,12,22,37,33,30,17,35,6,231,0,0,0,0,0,0,0,0,0,0,22,15,45,4,12,17,29,42,19,0,13,8,5,0,347,116,231
245100301001,2063,679,191,73,49,5,58,18,27,22,19,7,95,75,13,27,0,0,606,14,0,56,143,40,32,46,55,18,7,0,0,73,0,0,10,22,40,19,31,0,0,0,0,679,73,606
245101308051,879,583,74,45,61,5,6,51,36,5,23,10,97,106,44,14,6,0,304,0,0,17,40,11,27,12,0,10,0,0,11,0,0,11,66,32,11,15,0,0,0,0,0,583,279,304
245102101001,816,311,28,6,5,21,42,25,16,14,0,38,34,21,12,30,19,0,216,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,40,30,57,56,12,10,0,0,311,95,216
245102707011,2613,1181,182,114,69,45,83,32,24,105,71,113,200,79,23,0,10,31,1181,0,0,22,0,40,6,0,0,18,0,0,21,5,30,70,213,219,495,26,0,0,0,0,0,1181,0,1181
245101606003,832,301,43,59,10,25,19,34,0,6,0,53,0,26,26,0,0,0,133,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,25,38,54,0,0,0,0,0,0,301,168,133
245102606052,1327,528,72,30,92,25,57,48,30,9,13,40,69,10,33,0,0,0,232,0,0,0,0,0,0,0,0,18,17,0,0,0,0,15,99,13,14,51,5,0,0,0,0,528,296,232
245101606001,552,144,61,0,0,10,9,9,10,0,0,0,0,20,0,0,25,0,70,0,0,0,0,8,0,0,0,0,0,0,0,27,0,0,25,0,0,10,0,0,0,0,0,144,74,70
245101606005,575,181,0,5,11,0,0,8,18,10,0,19,52,35,6,0,0,17,80,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,8,0,27,8,5,11,0,0,0,181,101,80
245102401001,2238,1016,67,25,0,6,9,0,37,16,59,61,67,54,83,137,155,240,307,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,38,21,59,47,75,26,16,1016,709,307
245102606051,1288,470,9,51,15,25,48,35,16,31,7,24,26,101,21,21,23,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,53,0,0,0,0,470,380,90
245102715031,922,643,20,19,21,25,20,31,28,5,38,57,76,63,60,35,56,89,84,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,0,17,35,6,4,0,0,0,643,559,84
245101002002,1285,573,199,22,6,31,49,46,0,0,6,88,51,65,10,0,0,0,505,17,0,41,87,28,12,2,63,0,6,92,0,10,25,14,89,12,7,0,0,0,0,0,0,573,68,505
245101002003,735,162,116,0,0,0,4,0,0,0,42,0,0,0,0,0,0,0,162,33,0,48,0,18,6,0,0,4,0,42,11,0,0,0,0,0,0,0,0,0,0,0,0,162,0,162
245101508002,648,287,147,8,20,0,39,0,0,0,0,50,0,0,0,16,7,0,233,0,0,0,0,0,0,9,0,0,8,0,18,18,9,11,21,87,28,0,24,0,0,0,0,287,54,233
245101508006,498,233,0,9,54,0,0,24,0,0,65,10,11,21,22,17,0,0,128,0,0,0,0,0,0,0,0,0,0,0,24,0,0,28,0,40,12,0,0,0,0,0,0,233,105,128
245100203003,1209,687,20,0,0,24,56,32,0,0,0,14,47,52,148,39,63,192,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,152,129,78,58,31,687,190,497
245101702003,458,306,93,53,24,19,55,0,11,0,0,12,6,0,18,15,0,0,306,0,0,22,44,24,62,6,7,0,8,0,0,0,2,0,6,41,50,19,0,0,0,0,0,306,0,306
245102702002,736,293,33,4,12,10,8,5,13,13,5,23,26,64,20,30,27,0,130,0,0,0,0,0,0,0,0,0,0,4,13,0,0,4,15,16,11,0,31,5,0,0,0,293,163,130
245100401002,2157,1410,279,86,51,44,50,16,28,87,90,246,163,115,89,33,33,0,1384,0,0,0,0,48,0,0,0,0,0,0,0,50,0,17,15,15,322,583,334,0,0,0,0,1410,26,1384
245100402001,835,259,47,10,10,18,20,4,0,5,7,24,43,40,7,16,0,8,259,10,0,0,11,0,0,10,0,0,0,0,0,4,8,0,7,4,87,89,27,2,0,0,0,259,0,259
245100602001,76,53,0,0,11,0,0,7,0,10,0,0,0,0,17,0,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,17,0,8,0,0,53,7,46
245100602003,701,287,29,19,10,0,0,0,0,18,0,41,59,15,37,17,16,26,104,0,0,0,0,0,0,0,0,0,0,0,0,18,10,0,0,0,10,20,27,0,0,9,0,287,183,104
245102716002,585,225,0,40,9,35,21,52,0,9,0,0,0,50,0,0,9,0,202,0,0,0,0,0,9,0,0,0,0,0,0,0,0,26,106,49,12,0,0,0,0,0,0,225,23,202
245102716004,775,265,47,38,10,37,19,0,9,7,0,0,72,0,0,0,19,7,104,0,27,0,18,0,0,0,0,0,0,9,0,10,0,0,0,9,21,10,0,0,0,0,0,265,161,104
245102716001,860,310,126,17,36,0,10,33,0,8,0,46,26,8,0,0,0,0,242,0,0,25,8,29,0,0,0,0,0,0,0,0,0,0,0,107,64,9,0,0,0,0,0,310,68,242
245102716006,661,132,0,0,9,9,32,32,0,0,0,0,30,0,0,0,0,20,73,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,9,0,40,0,0,0,0,0,0,132,59,73
245101202021,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245101202022,526,334,58,93,15,13,0,41,0,31,51,17,0,15,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,116,148,0,9,0,0,0,0,334,0,334
245101202025,902,484,122,20,31,11,36,52,55,16,85,15,0,0,0,0,0,41,457,0,0,0,0,0,0,0,0,15,21,0,30,0,8,36,119,76,95,45,0,12,0,0,0,484,27,457
245102720071,2201,722,79,40,104,42,65,0,63,25,46,43,48,71,4,35,37,20,470,0,0,0,0,0,8,0,0,0,0,0,0,0,60,31,112,14,163,78,4,0,0,0,0,722,252,470
245100301002,1361,460,33,64,73,16,7,19,0,71,0,26,6,77,48,7,13,0,259,0,0,0,0,26,37,8,0,0,19,38,0,21,0,0,0,26,26,58,0,0,0,0,0,460,201,259
245100302002,1014,658,0,21,37,18,21,21,8,18,15,53,48,53,96,55,106,88,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,37,70,119,138,21,21,658,220,438
245100302001,1233,510,160,34,0,5,20,27,12,36,7,13,16,23,80,42,0,35,334,0,0,0,17,36,10,58,11,0,0,0,0,10,0,21,25,41,12,0,35,38,15,0,0,510,176,334
245102720051,1389,474,16,14,22,29,30,78,31,33,0,26,54,42,23,13,14,49,172,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,46,49,28,16,0,0,0,474,302,172
245102720073,1447,726,20,0,36,74,23,63,47,43,20,63,149,88,67,13,0,20,630,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,0,18,315,227,10,0,0,0,0,726,96,630
