GEOID,pop_total,edu_total_25plus,edu_bachelors,edu_masters,edu_professional,edu_doctorate,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,homeval_total_units,homeval_lt10k,homeval_10_15k,homeval_15_20k,homeval_20_25k,homeval_25_30k,homeval_30_35k,homeval_35_40k,homeval_40_50k,homeval_50_60k,homeval_60_70k,homeval_70_80k,homeval_80_90k,homeval_90_100k,homeval_100_125k,homeval_125_150k,homeval_150_175k,homeval_175_200k,homeval_200_250k,homeval_250_300k,homeval_300_400k,homeval_400_500k,homeval_500_750k,homeval_750k_1m,homeval_1m_1500k,homeval_1500k_2m,homeval_2m_plus,tenure_total,tenure_owner,tenure_renter,housing_total_units,housing_occupied,housing_vacant,vacant_for_rent,vacant_rented_not_occ,vacant_for_sale,vacant_sold_not_occ,vacant_seasonal,vacant_migrant,vacant_other
245100402001,901,376,139,71,36,15,228,36,15,20,14,18,12,10,12,0,10,32,15,10,17,0,7,228,13,0,5,0,0,0,14,0,0,0,0,0,4,0,8,4,21,75,71,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,228,360,228,132,47,5,0,0,25,0,55
245100602002,608,527,180,120,13,17,232,0,30,8,0,0,0,9,0,0,0,0,42,66,42,0,35,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,10,0,0,0,163,0,0,0,0,0,0,0,0,0,9,0,0,0,16,15,35,19,37,24,0,0,8,0,0,0,0,232,163,69,269,232,37,0,0,19,0,18,0,0
245100602003,922,619,116,134,16,10,268,45,38,0,0,0,0,0,26,0,0,53,10,35,9,8,44,102,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,10,9,37,10,0,10,0,166,0,0,0,0,0,0,0,0,0,0,19,0,9,9,0,0,34,24,44,9,18,0,0,0,0,0,268,166,102,373,268,105,0,0,38,0,0,0,67
245102716004,1023,790,100,28,0,0,272,10,43,0,27,27,0,0,10,0,11,55,41,0,0,37,11,97,0,0,0,10,10,0,0,0,0,0,0,8,10,0,0,0,0,0,13,39,0,0,0,0,175,0,0,0,0,0,0,0,37,0,44,49,0,0,8,26,0,0,11,0,0,0,0,0,0,0,0,272,175,97,373,272,101,0,0,0,0,0,0,101
245101205001,974,699,83,131,25,31,393,33,23,0,18,14,39,15,11,0,50,38,55,16,20,25,36,286,0,0,0,7,7,0,0,0,0,0,0,0,0,0,39,20,74,117,7,9,6,0,0,0,107,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,22,40,23,0,4,0,0,0,0,393,107,286,499,393,106,28,0,0,0,0,0,78
245101303003,998,513,13,4,12,0,370,103,31,51,37,32,24,7,14,14,8,9,22,3,9,0,6,239,0,0,12,0,25,18,35,6,14,0,0,0,0,0,0,7,30,44,15,33,0,0,0,0,131,0,0,0,0,0,8,3,12,0,6,17,12,17,23,0,27,0,0,0,6,0,0,0,0,0,0,370,131,239,562,370,192,16,0,11,0,0,0,165
245101308033,891,717,242,116,21,24,386,18,9,0,15,51,0,24,23,0,24,45,17,37,44,22,57,110,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,0,0,11,0,51,12,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,64,52,75,53,0,8,0,0,0,0,0,386,276,110,475,386,89,0,0,0,0,0,0,89
245101401004,1447,1210,210,231,220,113,708,7,94,21,84,0,47,14,0,0,0,21,169,80,22,9,140,358,0,49,0,0,35,0,0,0,21,20,65,0,0,0,0,24,57,9,29,34,15,0,0,0,350,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,27,17,79,114,76,18,0,0,0,708,350,358,735,708,27,0,0,0,0,13,0,14
245101505002,717,529,65,25,0,0,309,40,15,55,17,6,35,3,26,0,16,26,54,13,3,0,0,114,0,0,0,4,0,0,0,0,0,0,6,0,10,0,0,14,11,28,11,16,9,0,0,0,195,0,0,0,0,0,0,0,0,0,3,12,7,4,68,62,21,11,0,0,7,0,0,0,0,0,0,309,195,114,337,309,28,0,0,18,0,0,0,10
245100104002,1664,1518,478,348,265,71,951,71,9,0,0,12,45,0,9,0,81,97,71,95,52,151,258,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,43,8,153,133,48,15,0,510,0,0,0,0,0,0,0,0,0,9,0,12,0,18,0,0,7,50,31,33,86,161,61,34,8,0,951,510,441,1213,951,262,108,47,0,0,36,0,71
245102002001,425,350,16,37,0,0,199,36,0,18,13,27,37,0,16,0,0,17,29,6,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,0,0,0,0,0,149,0,0,0,7,0,13,0,19,6,46,33,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,199,149,50,295,199,96,64,0,0,0,0,0,32
245102002002,386,343,15,3,0,0,224,18,43,10,35,67,16,0,4,0,15,3,13,0,0,0,0,180,0,0,0,0,0,0,0,0,0,8,19,29,10,0,0,0,0,28,54,32,0,0,0,0,44,0,0,0,25,0,0,0,0,0,0,0,6,0,0,0,10,3,0,0,0,0,0,0,0,0,0,224,44,180,355,224,131,51,25,25,0,0,0,30
245102006003,1002,708,18,19,0,0,320,47,20,21,24,38,8,26,0,21,19,39,40,9,0,0,8,102,0,0,0,0,0,0,0,7,0,0,0,21,0,21,0,14,0,0,8,0,31,0,0,0,218,0,0,0,0,0,0,0,25,29,26,24,11,35,32,22,0,0,8,0,6,0,0,0,0,0,0,320,218,102,376,320,56,0,0,0,0,0,0,56
245102007015,658,517,0,22,0,8,333,92,24,42,15,21,17,17,20,14,16,34,0,21,0,0,0,280,27,0,0,0,9,0,20,7,0,24,14,7,0,7,0,27,8,14,0,20,8,0,0,0,53,0,0,0,0,0,0,0,0,14,8,9,8,0,0,6,0,0,0,0,0,0,0,0,0,0,8,333,53,280,392,333,59,21,23,0,0,0,0,15
245102007012,1080,672,35,8,0,0,387,30,74,0,16,59,24,17,52,0,26,38,0,26,25,0,0,153,0,0,0,0,0,0,0,32,0,0,0,0,36,0,0,29,0,8,41,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,45,18,66,14,78,0,13,0,0,0,0,0,0,0,0,0,0,387,234,153,500,387,113,15,0,0,0,0,0,98
245102708032,1841,1473,321,139,0,16,1131,91,79,10,112,20,77,28,120,64,123,137,201,13,40,16,0,1038,0,15,0,0,0,47,19,27,0,27,28,0,0,0,0,10,25,392,360,88,0,0,0,0,93,0,0,0,0,16,0,0,0,0,0,0,0,30,0,0,47,0,0,0,0,0,0,0,0,0,0,1131,93,1038,1206,1131,75,0,0,75,0,0,0,0
245102709012,1329,944,36,64,30,10,431,24,0,22,0,10,11,11,36,0,64,57,89,56,44,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,401,12,0,0,0,0,0,0,0,0,0,11,14,13,79,128,40,61,0,43,0,0,0,0,0,0,0,431,401,30,459,431,28,0,0,0,0,0,0,28
245101503001,630,445,23,6,0,0,193,51,16,3,10,15,18,24,0,0,4,0,11,24,17,0,0,99,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,14,15,23,14,0,0,0,0,94,0,0,0,0,0,9,0,23,24,0,15,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,193,94,99,304,193,111,0,0,0,0,0,0,111
245101507021,833,711,134,37,0,15,375,11,32,48,6,54,11,1,16,9,58,28,17,28,0,26,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,19,7,0,0,0,0,336,9,34,0,6,0,24,0,25,8,29,10,59,6,96,0,30,0,0,0,0,0,0,0,0,0,0,375,336,39,425,375,50,0,0,14,0,5,0,31
245101507022,962,652,152,30,0,6,285,28,7,6,2,20,20,18,18,0,14,47,16,89,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,24,24,0,0,0,0,165,0,0,3,22,0,0,0,0,0,3,21,5,19,46,19,21,0,0,0,6,0,0,0,0,0,0,285,165,120,348,285,63,21,0,0,0,0,0,42
245101511004,671,524,150,42,27,0,335,26,0,20,19,0,27,0,0,52,22,24,24,18,103,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,19,0,0,0,0,0,0,0,50,25,54,0,46,121,0,0,0,0,0,0,0,335,315,20,335,335,0,0,0,0,0,0,0,0
245101511001,1040,569,22,44,0,0,414,0,0,24,39,65,0,66,0,22,40,22,81,0,0,55,0,137,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,47,8,66,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,22,22,112,106,15,0,0,0,0,0,0,0,0,0,0,0,414,277,137,414,414,0,0,0,0,0,0,0,0
245101513003,369,250,17,8,0,0,140,10,0,12,24,0,57,0,0,0,22,0,15,0,0,0,0,104,0,0,0,0,0,0,0,0,10,0,0,22,0,0,0,0,0,52,20,0,0,0,0,0,36,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,140,36,104,218,140,78,0,0,0,0,0,0,78
245101901002,786,483,12,48,0,13,309,100,21,22,7,42,43,20,22,0,0,7,14,0,0,5,6,226,0,21,0,13,17,0,0,0,0,6,10,0,17,7,15,38,10,27,45,0,0,0,0,0,83,0,7,0,0,0,0,0,26,0,0,12,8,4,14,0,12,0,0,0,0,0,0,0,0,0,0,309,83,226,412,309,103,26,27,0,0,0,0,50
245102505001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245101512005,752,597,64,0,0,0,219,54,0,11,88,0,0,0,10,0,36,10,0,0,0,10,0,108,0,0,0,0,0,0,0,11,0,0,0,0,0,50,0,0,0,4,43,0,0,0,0,0,111,0,0,0,0,0,26,0,10,47,10,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,219,111,108,288,219,69,0,0,0,0,0,0,69
245101502001,979,598,20,18,0,0,260,31,8,9,19,0,0,5,14,5,22,57,24,60,0,0,6,111,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,12,15,49,25,0,0,0,0,149,0,0,8,0,0,6,0,7,36,11,6,0,5,11,0,25,0,0,0,28,0,6,0,0,0,0,260,149,111,447,260,187,15,0,14,0,0,0,158
245101508004,659,453,57,29,11,11,247,42,22,17,0,0,0,22,0,0,32,0,66,35,0,11,0,105,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,20,21,31,11,0,0,0,0,0,142,0,0,0,0,0,7,0,0,0,0,0,0,0,13,15,21,35,24,11,16,0,0,0,0,0,0,247,142,105,304,247,57,0,0,0,0,0,0,57
245101703001,876,590,42,42,0,6,404,95,86,84,11,0,0,0,11,12,29,21,0,24,19,6,6,314,6,0,10,54,12,19,6,7,10,20,5,11,0,4,0,44,22,35,12,17,9,0,6,0,90,17,6,0,0,0,0,0,0,0,0,0,17,0,0,9,26,15,0,0,0,0,0,0,0,0,0,404,90,314,725,404,321,37,0,0,26,0,0,258
245102404001,1119,897,333,198,22,11,445,15,10,5,15,0,0,19,15,0,31,34,100,64,28,72,37,198,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,59,9,58,48,8,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,66,124,0,0,0,0,0,0,445,247,198,532,445,87,39,0,26,0,0,0,22
245102709023,1170,803,112,137,13,6,429,31,0,6,33,6,19,37,6,24,13,69,47,85,7,40,6,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,19,10,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,6,46,44,145,44,17,0,0,0,0,0,0,0,0,429,302,127,450,429,21,6,0,0,0,0,0,15
245102710022,662,502,82,21,11,0,225,32,0,28,10,11,11,21,10,0,29,26,31,0,0,0,16,87,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,37,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,16,0,32,11,19,11,0,37,12,0,0,0,0,0,0,0,0,225,138,87,225,225,0,0,0,0,0,0,0,0
245102604021,1552,986,142,50,0,29,615,49,0,85,43,24,27,7,52,57,88,38,78,50,11,6,0,390,0,0,0,0,24,0,0,0,0,0,0,0,0,44,60,78,32,89,30,33,0,0,0,0,225,0,0,0,0,0,0,0,14,15,0,0,5,0,65,22,0,0,37,31,36,0,0,0,0,0,0,615,225,390,667,615,52,18,0,0,0,0,0,34
245102712006,1183,960,346,302,91,67,502,0,0,12,0,0,0,0,25,11,0,11,48,71,75,54,195,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,33,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,59,80,174,39,0,0,0,502,414,88,536,502,34,0,0,34,0,0,0,0
245102712003,683,497,108,187,71,35,275,0,15,0,0,0,0,21,0,9,0,0,55,34,23,32,86,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,48,25,55,87,0,0,0,0,275,260,15,275,275,0,0,0,0,0,0,0,0
245102601015,1133,741,179,90,0,0,387,19,16,0,6,12,25,26,7,14,22,41,52,22,46,67,12,66,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,321,0,0,0,0,6,0,0,0,0,8,0,3,6,8,41,67,42,32,34,0,43,11,0,9,0,11,387,321,66,415,387,28,11,0,0,0,0,0,17
245102601011,951,659,73,67,0,0,329,0,18,26,0,24,46,26,19,9,16,25,66,20,13,21,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,22,58,98,7,71,21,9,0,0,0,0,0,0,329,286,43,370,329,41,0,0,16,0,0,0,25
245102603011,919,445,0,51,0,0,339,122,0,0,3,10,4,33,33,46,25,0,41,11,11,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,44,33,0,0,0,169,0,0,0,29,0,0,0,0,0,9,0,0,12,96,19,4,0,0,0,0,0,0,0,0,0,0,339,169,170,430,339,91,24,0,21,0,0,0,46
245102603012,972,753,106,20,11,0,386,62,19,51,0,11,0,40,0,43,21,26,43,31,39,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12,28,39,0,0,0,0,265,9,12,0,0,0,0,0,0,0,12,12,19,41,51,31,23,12,26,0,0,0,0,17,0,0,0,386,265,121,451,386,65,23,0,0,0,0,0,42
245102706002,1112,704,86,282,21,0,342,0,0,0,9,17,9,0,54,22,46,21,11,61,33,35,24,89,0,0,0,0,19,0,0,0,0,0,0,0,17,0,0,9,0,0,0,35,9,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,39,79,71,10,19,0,0,0,0,0,0,342,253,89,449,342,107,27,0,54,0,0,0,26
245102706004,1194,906,156,145,0,12,404,0,33,14,10,0,0,0,10,15,20,76,118,32,48,28,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,0,10,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,47,97,10,84,95,13,0,0,0,0,0,0,0,404,346,58,432,404,28,0,0,0,0,0,0,28
245100101002,814,745,334,191,45,42,452,0,8,0,0,22,0,7,0,42,0,39,125,79,33,47,50,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,22,20,40,35,16,14,33,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,59,67,16,16,7,0,0,0,452,233,219,563,452,111,26,0,52,0,0,0,33
245100105002,1018,849,294,218,43,26,446,22,18,9,9,6,12,18,33,10,16,39,95,4,62,54,39,188,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,21,20,34,32,16,29,19,2,0,258,0,0,0,0,0,0,0,4,0,0,4,4,0,6,19,18,3,31,79,44,24,22,0,0,0,0,446,258,188,537,446,91,0,0,16,0,0,0,75
245100807001,410,297,55,1,0,15,184,32,8,16,0,8,0,53,0,25,10,0,22,10,0,0,0,67,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,27,0,5,0,18,0,0,0,0,117,0,0,0,5,0,0,22,51,0,0,0,7,0,0,0,8,0,5,19,0,0,0,0,0,0,0,184,117,67,328,184,144,10,0,0,0,0,0,134
245101606005,656,581,15,0,14,0,239,0,14,11,0,0,8,0,35,8,40,61,40,14,0,0,8,76,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,25,0,19,0,0,0,0,163,0,0,0,0,0,6,0,8,58,0,8,30,14,8,0,0,31,0,0,0,0,0,0,0,0,0,239,163,76,327,239,88,0,0,0,0,0,0,88
245101307001,724,636,143,77,17,67,298,14,9,0,30,59,11,44,14,0,0,36,46,14,0,9,12,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,67,39,38,14,0,14,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,24,21,13,0,0,0,0,298,87,211,298,298,0,0,0,0,0,0,0,0
245102608002,1362,878,180,54,33,27,461,0,23,16,21,43,19,27,45,2,29,52,38,39,66,6,35,238,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,29,17,59,44,42,31,0,0,0,223,0,0,5,0,0,0,0,0,0,8,3,16,0,30,26,41,24,45,14,11,0,0,0,0,0,0,461,223,238,494,461,33,3,0,12,0,5,0,13
245102708024,1333,616,20,33,0,18,446,0,70,0,81,18,60,0,18,0,68,39,76,16,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,68,131,0,17,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,20,0,22,18,0,16,0,0,0,0,0,0,0,0,446,76,370,462,446,16,0,0,0,0,0,0,16
245102804022,1158,884,67,75,0,4,436,68,19,43,18,17,4,22,36,29,25,60,61,17,4,13,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,60,0,0,0,0,325,6,0,0,0,0,0,0,0,0,0,11,36,43,125,69,16,8,4,0,7,0,0,0,0,0,0,436,325,111,481,436,45,0,0,0,0,15,0,30
245102505003,1408,840,12,44,0,9,447,39,0,50,27,0,17,31,40,37,20,80,30,76,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,66,26,42,66,0,0,0,0,234,12,0,0,0,0,0,0,37,30,0,32,0,0,46,36,0,18,11,0,0,0,0,0,0,12,0,447,234,213,612,447,165,31,0,0,0,30,0,104
245100101001,1133,1017,415,177,113,54,510,16,0,8,0,0,15,12,14,9,0,21,61,57,80,68,149,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,32,45,6,0,373,0,0,12,0,0,0,0,0,0,0,0,0,0,0,19,0,9,28,91,105,78,21,10,0,0,0,510,373,137,588,510,78,25,0,28,0,0,0,25
245101301004,573,489,153,75,20,0,381,75,0,34,0,47,28,10,34,46,47,9,10,0,31,0,10,301,0,0,25,0,0,0,0,0,0,0,0,0,0,10,0,35,88,110,33,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,0,0,0,0,0,0,381,80,301,408,381,27,12,0,0,0,0,0,15
245102717002,601,488,25,47,0,14,269,60,8,16,45,9,0,9,21,22,31,0,0,27,5,16,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,11,33,0,9,0,0,0,150,0,0,0,0,0,0,0,0,0,0,15,39,8,22,21,21,10,0,14,0,0,0,0,0,0,0,269,150,119,354,269,85,0,0,0,18,0,0,67
245102802003,372,313,52,60,0,0,206,67,13,6,0,0,17,0,0,45,9,15,13,9,0,12,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,40,45,15,0,9,0,0,0,0,0,0,206,167,39,260,206,54,24,0,0,0,0,0,30
245102802006,1121,757,122,67,15,0,323,26,47,0,18,7,9,30,38,12,11,12,11,12,56,32,2,119,0,0,0,12,8,0,0,8,0,9,0,0,0,0,21,26,20,6,9,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,2,107,11,0,7,0,0,0,0,0,323,204,119,368,323,45,45,0,0,0,0,0,0
245102803011,1033,664,158,21,31,0,405,42,48,0,32,12,0,0,0,36,8,91,57,32,0,31,16,329,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,31,127,65,72,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,405,76,329,479,405,74,40,18,16,0,0,0,0
245102201004,1002,815,326,232,56,0,405,0,0,19,0,0,0,0,10,0,0,55,76,38,69,26,112,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,14,30,22,29,0,0,284,0,0,0,0,0,0,0,0,0,19,0,0,0,14,11,0,0,0,37,43,18,84,58,0,0,0,405,284,121,442,405,37,0,0,0,0,0,0,37
245102403002,605,467,174,82,48,14,305,0,0,0,0,6,9,0,0,20,21,36,75,19,15,24,80,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,32,30,35,18,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,9,20,20,70,8,0,0,0,0,305,169,136,353,305,48,22,0,26,0,0,0,0
245102602032,984,795,63,47,0,0,345,41,15,10,10,4,5,17,28,16,25,29,20,40,55,8,22,101,0,0,15,0,0,0,0,0,17,0,0,0,0,0,0,0,6,28,13,9,0,0,0,0,244,0,0,0,0,0,0,0,0,4,5,0,5,12,50,52,57,18,22,12,0,0,0,0,7,0,0,345,244,101,358,345,13,0,0,0,0,0,0,13
245102606042,249,171,21,0,0,0,133,0,5,0,17,21,26,6,0,0,21,12,25,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,16,6,6,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,12,14,7,20,40,0,6,0,0,0,0,0,0,0,0,0,133,99,34,191,133,58,32,0,0,0,0,0,26
245100202002,1158,919,293,172,88,65,428,14,21,13,0,2,5,27,5,0,43,23,21,30,91,93,40,169,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,8,41,11,26,38,29,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,36,38,56,79,19,12,0,0,0,0,428,259,169,595,428,167,12,0,31,14,0,0,110
245102716006,627,439,0,0,0,6,172,0,21,9,8,28,0,34,0,0,38,34,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,0,0,9,34,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,21,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,172,63,109,309,172,137,0,26,0,0,0,0,111
245102609003,1516,1379,560,266,120,97,849,21,45,9,18,32,11,26,13,26,10,71,109,88,115,151,104,651,0,0,0,0,0,0,0,0,0,0,0,11,0,0,30,0,0,8,21,84,282,192,23,0,198,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,37,0,65,7,49,19,0,12,0,0,0,849,198,651,984,849,135,108,0,0,0,0,0,27
245102610002,918,452,8,10,0,11,232,2,49,0,10,5,41,0,31,0,26,28,29,0,11,0,0,135,0,0,0,0,0,0,0,0,5,0,0,0,14,9,0,0,24,78,0,5,0,0,0,0,97,0,0,0,0,0,10,0,31,14,0,26,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,232,97,135,303,232,71,20,0,21,20,0,0,10
245102701011,873,631,167,122,20,29,319,13,18,0,29,6,5,4,4,11,8,37,38,53,37,53,3,46,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,17,4,5,0,0,0,0,273,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,23,61,80,66,24,0,0,0,0,0,0,319,273,46,336,319,17,0,0,0,0,0,0,17
245102719001,913,587,233,137,40,51,284,0,0,7,0,9,0,0,0,0,23,0,38,45,59,49,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,54,60,110,24,0,0,0,0,0,284,266,18,306,284,22,0,0,0,0,0,0,22
245102720034,1863,1210,287,189,101,17,689,84,16,20,75,17,0,39,0,19,75,95,48,119,19,33,30,182,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,18,40,25,34,0,0,0,0,507,0,0,0,0,0,0,0,0,82,37,19,18,56,36,0,15,0,33,33,166,0,12,0,0,0,0,689,507,182,706,689,17,0,0,0,0,0,0,17
245102720033,1230,799,131,113,0,12,473,0,47,0,0,19,17,0,41,71,84,19,80,38,30,16,11,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,153,45,20,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,20,64,51,18,55,0,0,0,0,0,12,473,236,237,473,473,0,0,0,0,0,0,0,0
245100103001,929,718,305,200,34,45,379,8,0,0,0,0,17,0,0,0,7,18,30,66,67,95,71,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,47,0,0,285,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,19,0,31,53,94,76,0,0,0,0,0,379,285,94,438,379,59,0,0,9,24,0,0,26
245100803013,679,498,18,5,4,0,212,0,12,9,4,48,7,13,0,17,26,21,17,20,18,0,0,127,0,0,0,0,4,0,0,0,0,14,0,0,0,17,0,0,21,9,23,24,4,0,0,0,85,0,10,6,34,0,0,0,0,11,7,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,212,85,127,422,212,210,0,10,21,0,19,0,160
245101513001,1466,1071,31,26,0,0,542,85,28,130,14,23,0,35,21,0,55,37,77,0,37,0,0,340,0,0,0,0,0,0,78,12,0,10,0,0,0,0,24,30,61,81,0,18,26,0,0,0,202,0,0,0,15,10,9,7,22,75,14,0,22,7,0,0,0,17,0,4,0,0,0,0,0,0,0,542,202,340,634,542,92,0,0,19,0,0,0,73
245100901001,1329,974,48,46,0,0,444,25,42,8,27,47,0,36,83,0,33,35,50,58,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,69,21,76,24,29,0,0,0,0,212,0,0,0,0,0,0,0,0,40,50,10,8,0,32,0,40,0,22,0,0,0,0,10,0,0,0,444,212,232,509,444,65,47,0,0,0,0,0,18
