GEOID,pop_total,edu_total_25plus,edu_bachelors,edu_masters,edu_professional,edu_doctorate,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,homeval_total_units,homeval_lt10k,homeval_10_15k,homeval_15_20k,homeval_20_25k,homeval_25_30k,homeval_30_35k,homeval_35_40k,homeval_40_50k,homeval_50_60k,homeval_60_70k,homeval_70_80k,homeval_80_90k,homeval_90_100k,homeval_100_125k,homeval_125_150k,homeval_150_175k,homeval_175_200k,homeval_200_250k,homeval_250_300k,homeval_300_400k,homeval_400_500k,homeval_500_750k,homeval_750k_1m,homeval_1m_1500k,homeval_1500k_2m,homeval_2m_plus,tenure_total,tenure_owner,tenure_renter,housing_total_units,housing_occupied,housing_vacant,vacant_for_rent,vacant_rented_not_occ,vacant_for_sale,vacant_sold_not_occ,vacant_seasonal,vacant_migrant,vacant_other
245100901002,748,559,92,81,13,19,325,15,0,30,0,17,0,0,37,0,36,36,63,42,9,40,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,24,0,0,102,36,58,55,0,0,0,0,0,0,0,0,0,325,275,50,325,325,0,0,0,0,0,0,0,0
245102003001,333,194,14,0,0,0,143,41,12,0,6,5,18,15,0,14,0,13,6,13,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,12,13,41,16,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,1,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,143,17,126,354,143,211,38,10,9,10,0,0,144
245102715013,851,596,133,188,108,56,309,24,0,7,0,0,16,10,21,7,0,8,16,36,26,31,107,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,14,8,10,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,19,38,54,64,6,0,0,7,309,220,89,309,309,0,0,0,0,0,0,0,0
245102502032,832,563,53,20,0,6,343,43,27,17,12,36,34,23,0,14,20,46,50,21,0,0,0,223,0,0,6,0,0,0,0,0,0,0,6,0,0,0,11,27,20,102,34,8,0,9,0,0,120,0,0,0,0,0,0,6,15,7,6,12,8,8,15,0,27,0,6,0,0,0,0,0,0,0,10,343,120,223,409,343,66,9,0,8,0,0,0,49
245101102002,1558,1242,229,232,75,89,1075,96,116,135,96,38,44,92,73,46,16,48,106,0,33,49,87,896,0,0,0,54,55,0,15,17,0,0,0,77,61,88,45,0,66,291,33,31,39,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,48,16,15,15,0,53,16,0,0,0,1075,179,896,1264,1075,189,0,17,13,0,0,0,159
245101507011,343,312,25,26,6,12,191,47,18,11,5,23,13,7,0,11,13,7,0,19,0,10,7,101,0,15,21,0,0,0,5,0,0,0,0,0,0,0,0,23,0,18,7,0,0,0,0,0,90,5,0,0,0,0,0,0,0,6,0,13,16,0,0,0,6,18,19,0,0,7,0,0,0,0,0,191,90,101,288,191,97,11,0,12,0,0,0,74
245102101001,817,534,82,50,14,8,319,30,6,4,12,57,16,16,0,4,22,50,46,13,7,25,11,206,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,39,53,45,34,13,0,0,0,113,0,0,0,0,0,0,0,0,11,0,2,0,0,13,21,27,4,35,0,0,0,0,0,0,0,0,319,113,206,411,319,92,30,0,5,0,42,0,15
245101606003,611,343,60,0,0,0,175,18,30,5,18,0,0,35,6,0,35,0,0,28,0,0,0,110,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,28,0,33,35,0,0,0,0,0,65,0,0,0,0,0,0,0,20,0,19,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,175,65,110,263,175,88,0,0,0,0,0,0,88
245101606001,718,357,0,0,0,0,149,26,0,0,13,33,0,12,0,0,0,5,36,0,0,24,0,78,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,38,0,0,14,0,0,0,0,0,71,12,0,0,0,0,5,0,0,0,36,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,149,71,78,261,149,112,0,0,0,0,0,0,112
245102401001,2512,2049,853,533,208,111,1192,36,10,0,0,0,0,54,15,57,65,63,108,101,126,194,363,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,17,192,115,38,42,14,751,17,11,0,0,0,0,0,0,0,0,0,0,0,17,0,0,42,71,91,192,156,139,15,0,0,0,1192,751,441,1312,1192,120,33,0,21,0,7,0,59
245102606052,1613,1062,34,12,9,0,490,50,22,66,35,33,46,7,42,0,39,87,40,23,0,0,0,242,0,0,0,0,0,0,0,0,0,14,0,0,0,0,11,5,33,65,61,53,0,0,0,0,248,18,0,0,0,7,0,10,13,21,9,31,57,21,9,35,9,0,8,0,0,0,0,0,0,0,0,490,248,242,611,490,121,54,0,0,0,0,0,67
245102715031,850,814,272,200,99,46,644,18,28,11,5,47,16,16,34,36,79,49,104,30,52,38,81,100,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,17,39,19,4,0,0,0,544,14,0,0,0,0,0,4,0,0,0,8,0,14,78,72,87,34,60,30,82,21,20,20,0,0,0,644,544,100,695,644,51,20,0,0,0,4,0,27
245101002003,820,549,0,0,0,0,189,153,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,26,11,34,61,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,189,307,189,118,69,0,0,0,0,0,49
245101508006,307,282,16,26,0,0,102,0,9,0,0,0,36,0,0,0,0,10,31,16,0,0,0,46,0,0,0,0,0,0,0,0,0,8,0,28,0,0,0,0,10,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,26,0,14,0,0,0,0,0,0,0,0,102,56,46,240,102,138,20,0,20,0,0,0,98
245102803012,862,519,42,115,7,20,309,42,0,0,0,0,0,26,58,11,38,9,65,52,0,0,8,238,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,90,64,26,0,0,0,0,71,0,0,0,0,0,9,0,0,0,0,0,0,0,0,22,0,0,0,22,18,0,0,0,0,0,0,309,71,238,389,309,80,39,0,20,0,0,0,21
245102201002,2005,1852,541,372,190,49,1218,99,226,102,14,10,69,16,24,26,120,42,78,97,26,78,191,812,0,44,41,104,15,39,71,38,55,0,0,28,13,25,0,33,0,12,82,114,13,13,0,59,406,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,13,80,13,39,142,97,0,0,0,0,1218,406,812,1234,1218,16,0,0,0,0,16,0,0
245102502071,1050,689,42,48,0,4,455,51,17,67,15,34,56,34,22,19,61,19,17,9,10,0,24,447,0,6,0,0,18,0,0,9,0,15,0,0,15,0,21,73,121,154,0,9,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,8,447,519,455,64,0,0,0,0,0,0,64
245102503032,1195,807,86,7,0,0,332,20,34,28,7,53,29,16,5,19,19,14,46,9,0,20,13,178,0,0,0,0,27,0,17,6,0,0,0,0,0,0,0,0,0,58,49,14,0,0,0,0,154,0,0,0,0,0,0,11,14,50,4,11,35,10,19,0,0,0,0,0,0,0,0,0,0,0,0,332,154,178,392,332,60,14,0,15,0,0,0,31
245102602021,76,61,28,0,0,0,61,28,15,0,0,0,0,0,18,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,28,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,46,15,214,61,153,27,0,0,0,0,0,126
245102602023,1742,1297,42,141,0,0,654,56,0,43,67,24,9,18,32,74,86,40,140,30,22,0,13,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,47,0,0,0,0,575,13,0,0,0,0,0,0,0,23,11,61,87,103,77,57,98,45,0,0,0,0,0,0,0,0,0,654,575,79,718,654,64,0,0,0,0,0,0,64
245102603023,958,711,97,0,0,0,364,80,12,47,0,66,10,0,0,0,63,13,39,34,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,42,47,0,0,0,0,204,0,0,0,0,0,0,0,12,43,0,13,0,0,90,46,0,0,0,0,0,0,0,0,0,0,0,364,204,160,502,364,138,63,38,37,0,0,0,0
245102603024,1734,1119,146,32,0,0,744,162,68,14,0,0,85,80,0,45,137,47,58,33,0,0,15,274,0,0,0,0,0,27,0,0,0,0,0,0,0,0,50,50,0,147,0,0,0,0,0,0,470,42,0,0,0,0,0,0,0,0,0,0,44,100,198,38,15,33,0,0,0,0,0,0,0,0,0,744,470,274,744,744,0,0,0,0,0,0,0,0
245102720035,1112,613,93,72,0,0,285,0,0,10,0,0,0,0,0,20,59,9,0,64,62,61,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,122,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,108,18,0,0,0,0,0,285,143,142,303,285,18,0,0,0,0,0,0,18
245102002005,482,295,31,0,0,0,161,8,10,47,0,0,0,49,0,9,5,33,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,106,0,0,5,10,9,39,0,0,8,0,0,0,0,0,25,0,0,0,9,0,0,0,0,1,0,0,161,106,55,254,161,93,0,38,0,0,0,0,55
245101403002,491,271,0,7,0,0,131,0,6,26,22,0,0,11,9,0,37,8,7,0,0,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,32,11,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,17,0,0,0,14,0,0,0,0,0,0,131,46,85,280,131,149,23,0,0,0,0,0,126
245101001004,367,288,35,8,0,0,175,28,4,0,34,34,7,6,7,9,7,27,0,12,0,0,0,83,0,0,0,6,0,0,0,0,0,0,0,0,0,11,21,13,23,9,0,0,0,0,0,0,92,0,0,11,0,0,0,0,0,0,0,23,4,14,24,0,9,0,0,0,0,0,7,0,0,0,0,175,92,83,282,175,107,9,0,38,0,0,0,60
245100604001,526,412,86,80,19,9,248,6,0,0,17,26,13,11,29,10,19,48,20,9,5,15,20,153,0,0,0,0,0,0,0,0,0,0,0,0,7,20,5,20,7,26,20,25,5,0,0,0,95,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,13,15,33,8,10,0,0,0,0,0,0,248,95,153,284,248,36,29,3,0,0,4,0,0
245101508005,787,521,54,55,0,0,348,82,8,0,7,11,24,26,0,0,30,30,66,48,0,10,6,183,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,33,90,45,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,11,0,0,0,27,7,100,0,0,3,7,0,10,0,0,0,0,348,165,183,425,348,77,21,0,0,0,0,0,56
245102712004,1475,869,125,284,238,162,436,0,0,0,0,0,0,0,0,0,20,12,0,0,10,119,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,86,215,105,0,0,0,436,436,0,473,436,37,0,0,0,0,0,0,37
245102720032,1154,590,153,75,98,57,374,40,0,16,0,14,28,88,0,0,0,16,16,96,12,48,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,83,62,14,21,0,0,0,169,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,48,60,0,33,0,0,0,0,0,0,374,169,205,429,374,55,55,0,0,0,0,0,0
245102705021,734,618,165,56,0,10,402,50,0,12,0,50,9,43,20,11,38,10,88,37,20,14,0,235,0,0,0,0,0,28,0,9,0,0,0,0,0,0,0,90,32,66,0,0,0,0,0,0,167,0,0,10,0,0,0,0,0,0,0,0,0,14,0,23,29,41,24,13,13,0,0,0,0,0,0,402,167,235,514,402,112,0,0,22,0,0,0,90
245100909002,346,265,12,0,0,0,161,12,27,23,26,40,18,0,0,0,0,4,0,0,0,0,11,146,0,0,0,0,0,6,0,0,0,12,0,0,0,35,27,26,30,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,161,15,146,286,161,125,0,0,0,0,0,0,125
245102005003,325,241,0,0,0,0,117,18,0,11,0,13,34,20,11,0,0,0,10,0,0,0,0,60,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,20,11,0,0,0,0,57,0,0,0,0,0,27,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,57,60,256,117,139,0,14,0,0,0,0,125
245102604012,2592,1646,133,6,5,0,871,147,103,20,43,40,44,45,46,54,70,63,109,71,0,0,16,408,0,0,0,0,0,0,0,11,36,67,0,50,0,16,17,83,8,53,25,0,0,0,0,0,463,21,9,48,75,19,45,20,97,65,18,0,0,0,19,0,0,0,0,8,8,0,11,0,0,0,0,871,463,408,896,871,25,0,0,0,0,0,0,25
245102703014,975,748,176,95,5,0,451,24,0,19,0,30,20,24,56,43,0,88,63,32,15,30,7,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,0,0,0,0,401,0,0,12,0,0,0,0,0,0,0,0,0,0,30,42,126,36,93,50,0,12,0,0,0,0,0,451,401,50,492,451,41,0,0,20,0,0,0,21
245102708021,1141,887,109,39,0,0,451,18,0,0,0,0,95,19,23,0,67,179,16,0,34,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,356,0,0,35,0,0,0,0,0,0,83,0,76,0,37,23,86,0,0,16,0,0,0,0,0,0,0,451,356,95,451,451,0,0,0,0,0,0,0,0
245102708025,481,336,17,25,0,0,199,0,0,0,0,18,0,54,0,19,12,19,17,16,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,17,0,65,19,0,0,0,0,0,0,0,199,155,44,252,199,53,0,0,0,0,0,0,53
245101202021,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245101202025,672,341,198,87,0,0,398,105,16,15,9,19,21,30,62,39,35,16,0,0,0,0,31,379,0,0,0,0,0,0,0,0,0,16,21,31,0,8,30,35,45,145,39,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,398,19,379,583,398,185,145,40,0,0,0,0,0
245101203004,1350,1025,158,29,45,9,492,133,61,38,19,33,12,28,0,8,11,24,46,54,0,0,25,325,0,0,9,36,22,0,22,0,10,0,16,11,21,18,0,30,11,50,41,6,22,0,0,0,167,0,0,0,0,0,0,0,9,0,0,0,0,19,22,0,0,25,31,23,25,0,13,0,0,0,0,492,167,325,603,492,111,40,0,0,0,0,0,71
245101206003,650,593,103,28,0,0,532,208,30,93,60,22,33,10,17,15,0,10,26,8,0,0,0,490,32,0,8,128,8,26,10,13,0,0,0,12,23,4,21,58,10,42,0,37,29,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,26,0,0,8,0,0,0,0,532,42,490,723,532,191,44,0,0,0,0,0,147
245101402001,1079,354,39,33,0,12,345,100,38,21,31,0,13,32,0,38,25,25,12,10,0,0,0,309,51,0,41,0,32,0,35,31,0,0,0,0,13,0,0,0,38,15,29,24,0,0,0,0,36,0,0,0,0,0,0,0,12,0,0,0,14,0,0,0,0,0,0,0,10,0,0,0,0,0,0,345,36,309,507,345,162,22,0,0,0,0,0,140
245102002003,432,311,0,0,0,0,165,5,46,17,0,8,11,7,0,0,29,0,21,21,0,0,0,75,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,21,0,8,0,0,0,0,90,0,0,0,0,0,11,0,29,0,28,0,0,9,0,0,0,5,0,8,0,0,0,0,0,0,0,165,90,75,295,165,130,27,25,0,0,0,0,78
245102007021,282,249,7,16,0,0,129,28,27,0,17,2,0,4,0,0,5,21,16,0,0,9,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,39,0,0,0,0,69,0,0,0,0,0,0,0,0,9,11,10,0,0,36,0,3,0,0,0,0,0,0,0,0,0,0,129,69,60,212,129,83,18,18,0,0,0,0,47
245102603025,535,377,18,6,0,5,165,0,0,0,18,17,0,18,0,0,0,67,9,16,15,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,33,43,49,0,0,0,0,0,5,0,0,0,0,0,0,165,130,35,242,165,77,38,0,0,0,0,0,39
245102606056,64,64,15,49,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,0,0,0,0,0,0,49,49,0,49,49,0,0,0,0,0,0,0,0
245100803021,541,261,28,0,0,0,178,9,0,8,0,74,25,0,7,0,33,12,0,10,0,0,0,96,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,63,0,0,0,0,82,0,0,0,0,0,0,0,12,0,0,9,51,0,0,0,0,10,0,0,0,0,0,0,0,0,0,178,82,96,199,178,21,0,0,0,0,0,0,21
245100805002,289,237,30,0,0,0,128,20,5,0,0,31,6,11,8,6,0,7,15,6,0,0,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,20,0,0,0,0,0,77,0,6,7,6,7,0,18,6,8,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,128,77,51,161,128,33,11,0,0,0,0,0,22
245101205002,1301,990,233,140,33,57,551,63,11,48,34,20,22,3,8,28,26,102,71,46,18,8,43,390,0,17,0,0,14,6,6,0,0,8,14,0,0,0,13,53,44,51,40,90,28,0,0,0,161,3,0,0,0,0,0,0,3,0,3,16,3,0,11,9,5,5,27,32,44,0,0,0,0,0,0,551,161,390,701,551,150,41,0,0,5,0,0,104
245101502002,699,569,38,0,0,0,295,72,7,25,5,10,25,26,0,20,0,56,5,24,20,0,0,178,6,0,18,0,38,0,0,0,0,0,6,38,0,0,0,0,6,56,0,10,0,0,0,0,117,0,0,0,5,0,0,12,0,5,49,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,117,178,439,295,144,29,0,18,0,0,0,97
245101506002,446,331,0,10,0,0,166,13,12,20,52,0,0,0,0,0,0,20,11,38,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,10,0,0,22,11,0,30,25,0,0,0,0,0,58,0,0,0,0,0,0,0,0,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,58,108,202,166,36,0,0,0,0,0,0,36
245102708041,1176,828,97,139,6,14,491,48,0,27,9,16,34,0,19,4,126,20,80,12,42,37,17,356,0,4,0,0,0,0,0,0,0,0,0,4,0,0,17,28,9,261,33,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,23,27,9,40,14,8,14,0,0,0,0,0,0,491,135,356,588,491,97,22,0,0,0,57,0,18
245102708054,838,709,84,82,0,0,311,7,16,0,12,54,19,36,36,0,11,10,28,34,44,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,7,0,0,0,4,0,0,0,0,274,23,0,0,0,0,0,0,9,0,5,14,0,29,26,75,69,0,13,0,11,0,0,0,0,0,0,311,274,37,438,311,127,37,0,16,0,0,0,74
245102708053,778,499,86,42,0,0,269,50,14,0,56,17,10,27,12,0,0,35,0,13,9,0,26,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,29,33,6,31,0,0,0,0,76,0,0,0,0,0,0,0,0,11,0,0,0,0,19,19,11,16,0,0,0,0,0,0,0,0,0,269,76,193,413,269,144,26,0,0,0,0,0,118
245102711021,3805,398,100,81,96,31,178,4,0,5,0,5,0,0,6,0,0,18,8,0,4,19,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,26,68,45,12,14,178,178,0,194,178,16,0,0,0,0,0,0,16
245102718024,1170,830,31,17,0,0,410,14,43,68,61,52,16,48,4,0,4,70,14,0,5,6,5,205,0,0,0,0,0,0,16,0,0,20,0,0,20,13,0,17,27,41,32,14,0,0,0,0,205,6,0,0,0,0,0,8,44,29,14,20,25,5,30,5,0,0,14,0,0,0,0,0,0,0,5,410,205,205,615,410,205,41,0,0,14,0,0,150
245102801012,1487,951,131,74,23,0,543,31,50,11,19,36,38,43,21,55,44,49,58,47,8,0,33,412,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,25,69,193,42,61,0,0,0,0,131,0,12,11,0,0,0,0,0,7,0,0,0,0,11,30,0,0,60,0,0,0,0,0,0,0,0,543,131,412,626,543,83,0,0,0,0,0,0,83
245102804021,476,334,51,21,0,0,168,11,0,0,0,0,6,0,49,0,40,25,7,13,5,12,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,36,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,6,0,7,5,66,0,15,12,6,0,4,0,0,0,0,0,168,121,47,219,168,51,0,0,0,0,0,0,51
245102804031,704,504,117,0,0,31,355,75,0,0,0,88,0,0,19,27,25,31,51,14,25,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,63,86,0,25,0,0,0,137,0,0,0,0,0,3,0,0,0,38,0,0,22,20,0,0,34,0,20,0,0,0,0,0,0,0,355,137,218,355,355,0,0,0,0,0,0,0,0
245102713003,861,563,199,218,74,55,276,0,0,0,0,0,11,0,0,0,0,12,10,22,7,60,154,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,23,33,93,65,21,0,0,276,253,23,276,276,0,0,0,0,0,0,0,0
245102501034,605,485,35,21,0,0,362,0,9,45,56,12,23,39,7,0,10,87,27,47,0,0,0,213,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,46,42,106,0,9,0,0,0,0,149,8,0,0,0,0,0,0,0,0,0,0,9,0,17,12,41,7,39,6,10,0,0,0,0,0,0,362,149,213,431,362,69,24,0,0,45,0,0,0
245102501032,610,425,54,52,9,0,254,9,0,15,0,12,0,26,47,5,23,39,24,19,18,10,7,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,30,32,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,17,8,18,47,23,57,0,0,0,0,0,0,7,0,0,0,254,177,77,316,254,62,18,0,21,23,0,0,0
245102801025,1841,969,283,16,0,0,740,0,19,53,15,29,0,0,0,37,242,38,178,119,10,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,17,143,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,23,0,0,130,83,119,38,7,135,0,0,0,0,0,0,0,740,535,205,808,740,68,0,0,0,0,0,0,68
245101101001,1798,1563,511,284,118,129,1192,98,30,68,46,28,48,108,16,0,154,185,159,97,55,75,25,949,0,0,0,0,0,0,0,0,11,0,0,0,0,0,16,35,170,264,323,76,41,0,0,0,243,0,0,0,0,0,0,0,0,0,10,0,0,0,17,0,125,0,14,0,61,0,16,0,0,0,0,1192,243,949,1300,1192,108,35,0,0,0,0,0,73
245100903003,636,579,201,117,31,24,308,11,12,0,0,7,23,0,12,32,3,22,86,66,0,34,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,27,5,10,0,0,0,260,0,0,8,0,0,0,0,0,0,0,0,0,0,25,52,92,27,45,0,0,0,0,11,0,0,0,308,260,48,329,308,21,0,0,0,0,0,0,21
245101003001,3676,2814,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245101306002,719,651,281,148,54,18,380,0,6,0,12,14,0,7,19,5,24,47,64,60,25,24,73,128,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,14,62,15,19,5,0,0,0,252,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,77,66,25,0,0,0,0,0,0,380,252,128,432,380,52,0,0,26,0,0,0,26
245101306003,737,687,165,157,17,11,342,24,13,50,0,0,8,8,0,8,9,16,57,83,41,12,13,191,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,25,24,107,7,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,112,0,28,0,0,0,0,0,0,342,151,191,398,342,56,56,0,0,0,0,0,0
245101602001,1024,672,37,19,0,0,376,54,21,13,13,34,9,19,38,7,26,20,87,9,4,15,7,124,0,0,0,0,0,0,20,0,0,0,0,0,0,5,2,33,0,10,9,0,12,0,0,0,252,0,0,0,0,0,0,0,0,0,66,7,23,12,72,0,20,0,28,11,6,7,0,0,0,0,0,376,252,124,411,376,35,3,0,0,0,0,0,32
245101607002,942,566,15,0,0,0,337,18,16,11,33,69,0,54,13,0,54,53,0,0,16,0,0,213,0,0,18,0,0,0,0,0,0,0,0,0,0,9,25,0,30,10,23,41,39,0,0,0,124,0,0,0,0,0,9,0,24,0,16,24,31,0,12,0,0,8,0,0,0,0,0,0,0,0,0,337,124,213,419,337,82,0,0,0,0,0,0,82
245101607001,305,272,16,9,0,0,123,0,0,11,0,9,24,24,0,7,18,0,30,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,108,0,0,0,0,0,0,0,0,9,8,22,11,17,0,0,24,0,8,0,0,0,0,0,0,0,9,123,108,15,191,123,68,0,0,0,0,0,0,68
245101801001,1069,631,14,0,6,0,472,148,60,59,29,41,30,0,27,13,5,46,8,0,0,6,0,395,0,12,0,34,36,12,15,20,20,25,39,5,16,11,29,0,37,56,19,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,8,6,19,22,15,0,0,0,7,0,0,0,0,0,0,472,77,395,523,472,51,38,0,0,0,0,0,13
