GEOID,pop_total,male_18_19,male_20,male_21,male_22_24,male_25_29,male_30_34,female_18_19,female_20,female_21,female_22_24,female_25_29,female_30_34,male_35_39,male_40_44,male_45_49,male_50_54,male_55_59,male_60_61,male_62_64,female_35_39,female_40_44,female_45_49,female_50_54,female_55_59,female_60_61,female_62_64,male_65_66,male_67_69,male_70_74,male_75_79,male_80_84,male_85plus,female_65_66,female_67_69,female_70_74,female_75_79,female_80_84,female_85plus,edu_total_25plus,edu_bachelors,edu_masters,edu_professional,edu_doctorate,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,homeval_total_units,homeval_lt10k,homeval_10_15k,homeval_15_20k,homeval_20_25k,homeval_25_30k,homeval_30_35k,homeval_35_40k,homeval_40_50k,homeval_50_60k,homeval_60_70k,homeval_70_80k,homeval_80_90k,homeval_90_100k,homeval_100_125k,homeval_125_150k,homeval_150_175k,homeval_175_200k,homeval_200_250k,homeval_250_300k,homeval_300_400k,homeval_400_500k,homeval_500_750k,homeval_750k_1m,homeval_1m_1500k,homeval_1500k_2m,homeval_2m_plus,tenure_total,tenure_owner,tenure_renter,housing_total_units,housing_occupied,housing_vacant,vacant_for_rent,vacant_rented_not_occ,vacant_for_sale,vacant_sold_not_occ,vacant_seasonal,vacant_migrant,vacant_other,avg_hh_size,yrbuilt_total,yrbuilt_owner_2014plus,yrbuilt_owner_2010_13,yrbuilt_owner_2000_09,yrbuilt_owner_1990_99,yrbuilt_owner_1980_89,yrbuilt_owner_1970_79,yrbuilt_owner_1960_69,yrbuilt_owner_1950_59,yrbuilt_owner_1940_49,yrbuilt_owner_pre1940,yrbuilt_renter_2014plus,yrbuilt_renter_2010_13,yrbuilt_renter_2000_09,yrbuilt_renter_1990_99,yrbuilt_renter_1980_89,yrbuilt_renter_1970_79,yrbuilt_renter_1960_69,yrbuilt_renter_1950_59,yrbuilt_renter_1940_49,yrbuilt_renter_pre1940,commute_total,commute_drive_alone,commute_carpool,commute_transit,commute_walk,commute_wfh,mobility_total,mobility_same_house,mobility_moved_same_county,mobility_moved_diff_county,mobility_moved_diff_state,mobility_moved_abroad,poverty_total_denom,poverty_below
245101102006,1023,0,0,0,0,43,239,0,0,0,0,127,45,45,5,46,184,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,36,41,0,96,61,0,29,1021,461,70,91,0,803,310,0,0,24,127,0,0,0,45,41,64,86,30,0,76,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,41,174,24,214,40,0,0,0,214,0,0,0,0,0,0,0,0,0,30,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,803,214,589,820,803,17,0,0,0,0,0,0,17,1.25,803,214,0,0,0,0,0,0,0,0,0,214,589,0,40,45,0,0,0,0,0,667,491,0,0,0,176,,,,,,,,
245101201001,1063,29,0,0,0,19,0,0,0,0,0,50,0,65,0,0,20,16,0,15,150,0,0,58,0,115,40,113,10,77,23,16,0,0,0,57,30,14,0,888,139,345,222,43,475,20,0,0,0,0,0,0,12,0,0,53,42,19,0,136,193,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,422,15,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,24,28,181,88,39,11,0,475,422,53,526,475,51,51,0,0,0,0,0,0,2.24,475,422,0,87,0,0,12,13,0,30,0,280,53,0,0,0,0,0,0,0,0,785,363,47,16,0,347,,,,,,,,
245101201002,821,0,0,0,36,169,77,0,0,0,29,81,33,16,19,19,0,0,18,27,59,19,0,0,0,20,13,0,0,12,13,0,0,0,12,32,14,0,0,653,213,223,66,81,435,29,0,25,0,0,0,11,0,0,17,75,81,60,62,36,39,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,171,17,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,35,14,34,13,0,12,0,0,435,128,307,435,435,0,0,0,0,0,0,0,0,1.89,435,128,0,0,0,0,0,0,0,35,0,93,307,0,0,19,33,27,23,84,56,579,106,0,70,136,239,,,,,,,,
245101201003,888,0,0,14,12,0,0,0,0,0,5,0,0,19,0,68,30,14,18,0,17,0,68,15,0,18,14,18,0,30,31,95,14,54,0,127,68,22,24,764,120,185,147,216,482,12,0,33,0,0,0,0,0,15,0,28,66,37,40,26,225,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,452,19,0,0,0,0,0,0,0,0,0,0,0,33,0,0,19,18,15,83,18,27,200,20,0,0,0,482,452,30,718,482,236,93,0,0,49,45,0,49,1.84,482,452,0,17,0,0,15,138,116,0,0,166,30,0,0,0,0,0,0,14,0,478,184,12,0,82,200,,,,,,,,
245101201004,1354,0,0,0,176,166,76,0,0,41,12,49,55,78,38,0,0,19,0,18,75,21,0,20,258,0,35,0,0,0,16,0,0,0,20,0,15,15,0,974,187,242,40,242,886,89,18,0,9,0,58,53,77,16,0,99,265,18,31,53,100,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,372,158,169,64,0,25,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,18,15,34,0,0,0,0,0,886,87,799,944,886,58,40,0,0,0,18,0,0,1.53,886,87,0,0,0,18,31,0,0,0,0,38,799,0,16,18,45,18,56,20,345,955,448,24,70,244,97,,,,,,,,
245101202011,814,0,38,29,40,41,42,0,0,0,2,18,41,56,0,21,5,53,20,15,40,16,13,20,42,0,29,4,17,30,5,3,0,5,14,22,4,0,7,583,168,166,59,135,411,17,0,2,9,17,8,7,10,4,8,37,48,37,40,66,101,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,18,53,0,26,25,4,0,3,263,0,7,0,0,0,0,0,0,0,0,0,6,5,13,7,16,0,5,16,63,72,38,15,0,0,0,411,263,148,445,411,34,19,0,0,0,0,0,15,1.98,411,263,0,0,0,4,0,0,5,45,0,209,148,0,0,0,0,10,9,11,44,518,203,17,44,103,143,,,,,,,,
245101202012,1028,0,0,172,8,26,39,0,0,0,70,56,30,59,47,48,20,12,7,20,49,58,5,11,8,7,3,7,18,13,5,0,0,9,22,9,20,0,0,608,242,151,78,26,461,25,6,71,0,15,8,0,44,11,19,10,49,43,31,64,65,248,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,33,9,18,70,103,6,4,0,213,0,0,0,0,0,3,0,0,0,0,0,0,0,6,18,4,7,29,24,83,15,24,0,0,0,0,461,213,248,480,461,19,19,0,0,0,0,0,0,2.23,461,213,0,15,0,4,0,0,6,5,7,176,248,0,0,0,7,32,5,9,6,544,158,2,17,95,258,,,,,,,,
245101202021,692,161,13,21,26,0,0,298,41,62,24,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,103,0,0,129,68,,,,,,,,
245101202022,678,31,73,0,13,36,15,30,140,25,48,0,0,0,0,0,21,23,0,0,0,104,22,0,0,15,82,0,0,0,0,0,0,0,0,0,0,0,0,318,51,50,8,23,326,101,7,0,0,36,0,49,0,0,15,103,0,15,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,177,44,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,326,426,326,100,48,0,0,0,0,0,52,1.76,326,0,0,0,0,0,0,0,0,0,0,0,326,0,0,101,0,22,25,0,102,238,5,0,0,205,28,,,,,,,,
245101202023,1628,589,164,6,88,46,29,442,150,32,13,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,15,0,0,0,0,0,135,45,75,0,0,171,73,0,0,0,12,0,16,24,29,0,0,10,0,7,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,31,0,69,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,171,171,171,0,0,0,0,0,0,0,0,1.54,171,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,21,7,0,91,24,441,23,19,75,176,94,,,,,,,,
245101202024,1115,0,14,41,23,92,37,0,158,0,17,59,142,44,17,0,41,0,0,87,20,41,23,13,0,20,0,0,0,0,112,0,0,0,21,79,0,0,14,862,251,276,78,138,674,151,22,19,0,70,44,16,0,0,34,32,82,57,110,37,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,154,59,109,0,14,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,59,59,129,0,0,0,14,0,0,674,300,374,715,674,41,0,41,0,0,0,0,0,1.65,674,300,0,0,79,21,0,0,0,0,0,200,374,0,0,0,0,6,25,140,0,687,223,35,88,179,141,,,,,,,,
245101202025,605,39,34,6,10,117,1,86,44,17,24,41,0,17,30,0,0,75,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,21,16,0,0,339,127,98,0,0,368,112,31,25,75,6,22,0,0,6,23,36,32,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,239,73,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,368,522,368,154,57,0,0,0,0,0,97,1.08,368,0,0,0,0,0,0,0,0,0,0,0,368,0,0,13,0,0,70,33,0,219,51,5,53,65,34,,,,,,,,
245101203001,621,0,0,0,17,26,30,0,0,0,18,47,41,60,21,11,0,86,7,26,5,0,33,0,4,0,38,0,29,19,7,0,0,7,8,0,6,48,0,559,178,63,4,57,309,17,0,8,29,13,13,0,12,11,34,0,28,39,50,31,24,155,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,26,13,72,29,2,0,0,154,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,21,13,24,45,15,0,17,0,0,0,0,309,154,155,336,309,27,0,0,0,0,0,0,27,2.01,309,154,0,0,0,0,0,0,0,0,0,154,155,0,0,0,0,0,0,0,13,321,167,20,62,30,33,,,,,,,,
245101203002,583,0,0,0,0,0,39,0,0,0,0,10,91,118,55,12,6,15,0,0,21,25,18,11,50,0,0,0,0,8,0,10,0,0,10,8,0,0,0,507,202,42,11,32,232,0,0,0,0,11,36,37,0,20,0,19,7,21,24,19,38,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,15,68,20,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,27,35,0,23,9,0,0,0,0,232,107,125,312,232,80,19,0,0,0,0,0,61,2.51,232,107,0,0,0,0,0,0,0,0,0,107,125,0,0,0,0,0,0,0,50,393,238,41,9,10,58,,,,,,,,
245101203003,1070,0,0,0,98,106,40,49,0,0,25,65,109,104,10,18,13,11,0,0,72,31,53,24,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,663,151,207,54,98,422,0,0,0,0,36,14,0,0,17,142,62,28,15,13,39,56,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,63,47,15,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,0,64,16,32,50,10,0,0,0,0,422,221,201,422,422,0,0,0,0,0,0,0,0,2.54,422,221,0,0,0,0,10,18,0,0,0,193,201,0,0,0,0,0,10,0,0,786,364,87,68,83,93,,,,,,,,
245101203004,1222,0,0,0,0,20,115,29,0,0,39,24,104,21,56,71,28,17,39,47,64,49,69,14,33,0,5,16,0,25,19,10,0,0,13,8,30,21,0,918,190,118,5,6,500,61,84,74,10,20,8,0,0,0,34,0,60,23,37,62,27,300,0,0,0,21,28,0,0,46,0,0,0,0,0,114,0,0,7,34,26,13,0,0,0,11,200,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,16,71,75,8,6,0,0,0,0,500,200,300,625,500,125,61,0,0,0,0,0,64,2.31,500,200,0,0,0,0,0,0,13,7,16,164,300,0,0,0,0,13,0,63,51,452,205,49,109,5,71,,,,,,,,
245101204001,1046,0,0,0,0,32,9,6,0,0,0,67,55,5,0,0,61,2,28,31,60,0,32,0,37,64,88,0,0,49,0,0,2,15,7,9,30,0,4,687,105,33,22,0,352,17,52,0,15,0,0,52,0,0,92,30,2,57,0,7,28,278,0,0,0,43,25,0,28,0,25,0,0,0,8,0,0,0,15,0,0,72,7,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,27,11,11,0,0,0,17,352,74,278,444,352,92,0,0,0,0,0,0,92,2.91,352,74,0,0,0,0,0,0,11,0,7,56,278,0,28,0,0,0,16,0,49,265,104,17,18,11,64,,,,,,,,
245101204002,939,0,24,0,38,38,80,0,0,0,52,44,94,42,75,3,13,7,24,0,47,61,43,11,6,9,0,9,0,8,0,0,0,5,22,14,12,0,0,667,128,206,33,22,417,41,27,5,10,6,8,11,13,0,32,0,40,78,16,108,22,234,0,0,18,5,8,0,0,0,0,0,0,0,0,0,0,9,32,22,39,39,43,0,19,0,183,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,0,15,9,49,86,0,0,0,0,0,0,417,183,234,467,417,50,31,10,0,0,0,0,9,2.25,417,183,0,0,0,6,0,0,0,0,0,177,234,0,19,31,26,10,0,0,30,644,219,22,164,51,162,,,,,,,,
245101205001,920,0,0,0,40,80,12,18,0,22,9,186,36,129,35,43,10,10,3,16,82,23,0,0,0,23,0,0,0,0,0,10,0,0,0,36,0,12,0,746,190,169,0,40,586,118,34,14,60,20,30,47,13,11,95,69,13,19,0,19,24,517,0,0,68,0,10,0,0,0,0,0,0,20,0,0,23,38,14,26,120,179,0,7,12,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,7,0,10,0,0,586,69,517,653,586,67,45,0,11,11,0,0,0,1.45,586,69,0,0,30,0,0,0,0,0,0,39,517,17,227,0,0,24,67,2,4,533,139,0,55,27,279,,,,,,,,
245101205002,1431,2,0,0,0,42,134,0,0,0,13,35,226,114,69,31,15,44,2,30,62,82,32,0,33,63,19,0,0,42,0,0,0,21,23,24,0,0,13,1156,367,189,122,69,726,21,26,17,23,0,28,23,25,13,86,46,15,155,28,59,161,293,0,0,13,10,11,0,0,0,0,0,0,0,0,0,0,18,42,36,29,69,32,26,0,0,433,0,0,0,0,40,0,0,0,7,0,0,0,3,7,0,42,11,0,37,201,53,32,0,0,0,0,726,433,293,802,726,76,11,0,0,0,0,0,65,1.97,726,433,0,13,54,0,0,82,0,3,37,244,293,0,74,0,21,10,0,6,56,980,428,9,157,22,352,,,,,,,,
245101206001,884,0,33,0,23,35,84,0,0,0,26,65,33,14,8,24,43,27,32,5,0,33,14,32,56,12,44,17,10,24,7,10,0,5,18,0,16,6,33,707,154,168,0,44,389,85,39,40,10,11,24,0,27,0,8,0,11,36,54,37,7,290,12,0,0,0,37,32,0,0,0,0,0,0,0,0,9,25,36,0,66,49,18,0,6,0,99,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,22,30,12,17,0,0,0,0,389,99,290,483,389,94,0,18,0,0,0,0,76,1.91,389,99,0,0,0,0,10,0,0,12,0,77,290,0,0,32,4,0,49,16,11,332,204,8,23,32,65,,,,,,,,
245101206002,960,0,0,0,11,183,86,15,20,0,39,38,30,38,0,65,7,35,23,40,48,3,14,13,45,12,4,8,51,12,7,0,0,13,4,0,0,7,14,800,381,35,0,16,580,39,102,29,28,76,49,0,4,46,18,84,56,22,0,0,27,510,0,0,0,0,0,0,0,24,0,0,0,0,0,0,53,65,52,197,30,43,43,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,37,10,0,0,0,12,0,0,580,70,510,664,580,84,20,43,0,0,0,0,21,1.44,580,70,0,0,12,0,0,0,0,0,0,58,510,0,0,26,13,71,0,46,0,516,173,15,185,18,125,,,,,,,,
245101206003,736,0,0,12,0,20,12,0,7,0,4,26,45,86,75,0,0,103,45,0,13,0,20,31,48,0,29,0,40,11,0,0,14,11,25,23,0,36,0,713,79,67,0,0,628,88,227,60,21,0,32,0,0,32,20,44,104,0,0,0,0,593,32,0,0,56,86,150,72,7,0,0,11,0,0,0,0,12,70,29,57,0,11,0,0,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,628,35,593,724,628,96,51,0,0,0,0,0,45,1.17,628,35,0,0,0,15,0,0,0,0,0,20,593,0,0,20,0,68,147,0,95,257,40,0,183,12,22,,,,,,,,
245101207001,731,0,0,0,3,74,32,0,3,0,26,102,34,20,14,57,21,45,0,21,37,66,12,0,8,0,3,13,0,0,8,36,0,0,19,7,17,0,0,646,178,99,61,9,375,16,9,0,22,10,0,6,44,27,19,51,64,8,48,30,21,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,0,77,31,20,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,10,8,26,88,47,0,0,0,0,0,13,375,211,164,375,375,0,0,0,0,0,0,0,0,1.95,375,211,0,0,0,0,0,13,0,0,0,198,164,0,8,0,0,12,0,0,35,505,318,0,29,12,125,,,,,,,,
245101207002,801,0,0,0,10,38,66,0,2,183,9,196,38,32,50,0,19,0,0,0,27,23,22,8,10,2,0,0,9,0,7,0,0,0,26,0,0,0,0,573,259,161,14,19,471,14,0,50,0,0,7,26,0,5,13,153,49,30,29,44,51,279,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,127,19,86,27,8,0,0,192,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,9,0,11,64,72,0,0,0,0,0,0,471,192,279,533,471,62,20,0,19,0,0,0,23,1.69,471,192,0,0,7,9,0,0,12,10,7,147,279,0,160,18,0,38,0,2,0,599,215,0,121,98,110,,,,,,,,
245101207003,543,0,0,0,4,28,62,22,0,0,0,46,55,21,13,17,13,0,9,8,22,13,16,39,16,17,0,4,0,0,24,0,0,0,0,0,0,0,0,423,72,129,13,0,231,20,0,0,0,27,0,0,13,4,16,40,62,11,17,21,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,13,44,0,0,0,0,153,0,0,0,0,0,0,0,0,6,0,0,8,0,35,0,22,0,30,18,34,0,0,0,0,0,0,231,153,78,263,231,32,0,0,10,0,0,0,22,2.35,231,153,0,0,0,0,0,29,0,7,0,117,78,0,0,0,21,0,10,11,0,282,152,11,5,23,62,,,,,,,,
245101301001,1067,24,8,0,49,51,49,0,0,0,0,10,10,46,62,59,0,12,47,41,0,30,0,0,99,40,101,1,19,44,0,0,13,83,0,0,5,0,0,822,163,25,22,0,566,100,121,49,27,31,0,18,0,0,28,73,22,0,13,48,36,433,27,0,0,0,0,83,0,0,0,0,0,0,36,19,31,30,16,84,15,64,0,0,0,0,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,50,49,0,0,0,0,0,566,133,433,683,566,117,62,0,0,0,0,0,55,1.86,566,133,0,0,0,0,0,0,0,0,0,133,433,0,42,0,0,0,0,43,21,317,188,0,58,0,41,,,,,,,,
245101301002,1843,0,0,69,0,120,23,0,0,0,165,196,0,58,38,72,173,31,0,67,102,0,62,46,17,59,0,13,0,54,0,41,0,25,28,20,0,0,24,1269,118,166,0,0,1084,152,318,12,54,0,184,108,0,0,0,39,92,22,14,0,89,937,70,0,0,59,153,0,0,17,0,9,0,0,20,0,0,28,72,110,205,194,0,0,0,0,147,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,12,20,0,51,38,0,0,0,0,0,1084,147,937,1174,1084,90,29,0,0,0,0,0,61,1.7,1084,147,0,0,0,51,0,0,0,0,12,84,937,0,0,0,0,172,266,198,81,781,334,22,317,0,39,,,,,,,,
245101302001,951,75,20,13,14,21,39,6,0,0,12,81,61,39,0,66,53,0,0,0,35,7,17,23,53,48,0,8,23,34,19,0,0,0,0,53,30,0,19,729,131,169,10,37,516,19,12,22,68,99,35,0,0,0,11,11,42,107,17,0,73,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,52,68,0,0,0,0,230,0,0,0,0,0,0,0,22,0,0,0,0,0,26,0,0,0,11,10,74,80,0,0,7,0,0,516,230,286,539,516,23,0,0,23,0,0,0,0,1.84,516,230,0,0,0,7,0,0,17,0,0,206,286,0,0,41,0,0,22,0,11,478,127,6,143,13,159,,,,,,,,
245101302002,340,0,0,0,16,49,18,0,0,0,0,29,26,0,25,37,0,41,0,0,0,0,0,44,0,0,0,0,11,0,0,18,0,0,0,0,0,0,0,298,53,25,0,0,164,0,16,0,0,18,11,0,0,14,0,0,0,35,18,25,27,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,49,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,25,0,0,0,0,164,81,83,196,164,32,0,0,0,0,0,0,32,2.07,164,81,0,0,25,0,0,0,0,0,0,56,83,0,0,0,0,0,35,0,0,278,252,26,0,0,0,,,,,,,,
245101302003,359,0,0,0,0,0,17,0,0,0,11,43,17,0,16,0,11,0,13,0,40,0,39,0,0,0,0,16,11,0,0,0,0,0,0,20,15,0,0,258,44,17,0,16,197,0,15,0,29,13,14,23,0,22,0,17,29,0,16,8,11,118,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,37,17,51,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,12,0,19,0,16,0,0,0,0,197,79,118,284,197,87,70,0,0,0,0,0,17,1.82,197,79,0,0,0,0,11,0,0,0,0,68,118,0,0,0,29,0,23,0,0,197,154,19,13,11,0,,,,,,,,
245101302004,656,0,0,0,0,15,0,0,0,0,0,14,0,23,0,0,0,20,0,35,73,0,28,14,0,41,92,1,0,10,1,1,0,16,85,0,40,0,0,509,61,19,0,23,276,0,0,0,49,0,10,0,0,18,53,77,41,0,0,14,14,150,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,32,0,87,0,14,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,0,0,0,53,0,0,14,0,0,0,0,276,126,150,353,276,77,22,0,0,0,0,0,55,2.37,276,126,0,0,53,0,0,14,0,0,33,26,150,0,0,0,0,0,55,28,18,290,223,11,15,41,0,,,,,,,,
245101303001,726,0,10,0,7,27,36,0,0,5,31,17,19,55,0,8,9,0,0,0,44,37,44,44,39,0,8,0,0,18,0,0,9,12,0,17,9,0,0,452,109,78,8,10,326,22,23,5,5,0,12,0,17,22,54,59,40,41,16,10,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,60,26,10,0,7,0,176,0,0,0,0,0,0,0,0,0,0,0,8,18,0,4,8,0,43,24,0,22,49,0,0,0,0,326,176,150,403,326,77,0,0,0,13,0,0,64,2.23,326,176,0,0,0,0,0,39,0,0,0,137,150,0,0,13,23,0,0,10,0,426,193,5,81,6,141,,,,,,,,
245101303002,506,33,0,0,0,0,0,0,0,0,48,0,16,12,20,8,26,33,0,10,12,0,30,34,14,9,0,0,0,17,0,0,0,0,9,8,0,9,0,267,31,10,13,0,230,27,24,38,32,20,0,0,0,12,25,20,0,0,9,23,0,186,0,10,0,0,0,0,0,0,8,8,9,0,0,0,0,13,12,0,51,48,0,0,0,0,44,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,12,0,10,0,0,0,0,0,0,230,44,186,344,230,114,0,0,0,0,0,0,114,2.2,230,44,0,10,0,0,0,0,0,0,0,34,186,0,0,0,0,0,8,9,13,197,137,0,47,0,13,,,,,,,,
245101303003,564,0,0,0,7,0,29,0,0,0,0,27,24,0,0,0,25,16,9,18,32,30,20,36,17,0,10,0,24,9,0,0,16,11,18,0,8,9,21,409,3,10,0,0,306,23,25,55,22,29,20,10,0,3,10,49,16,4,40,0,0,231,0,0,0,0,0,9,16,18,0,0,0,14,0,0,10,0,0,76,36,28,0,0,0,0,75,0,10,0,0,0,0,0,7,0,4,0,0,10,7,16,0,0,3,0,0,0,9,0,9,0,0,306,75,231,495,306,189,22,0,0,0,0,0,167,1.84,306,75,0,0,16,49,0,0,0,0,7,3,231,0,0,19,32,0,0,29,0,226,111,29,76,0,10,,,,,,,,
245101304001,697,0,0,0,0,0,47,0,0,0,0,2,95,0,0,15,28,14,0,0,29,16,0,29,9,0,127,0,0,0,0,0,0,13,5,35,17,0,21,502,134,24,0,0,260,0,29,26,11,0,30,0,0,13,34,28,15,62,0,0,12,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,33,42,72,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,15,0,21,7,17,18,0,0,0,0,12,0,0,0,0,260,90,170,368,260,108,0,0,0,0,0,0,108,2.66,260,90,0,0,0,0,0,0,0,28,0,62,170,0,0,5,0,0,0,44,0,293,185,0,84,24,0,,,,,,,,
245101304002,886,7,0,0,39,46,12,0,0,0,0,34,44,26,10,39,50,52,0,0,0,27,47,20,25,0,16,6,0,22,1,0,0,13,1,1,5,18,0,515,0,11,0,26,281,25,12,0,12,1,17,0,5,6,40,39,23,82,1,18,0,108,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,16,14,0,34,18,0,11,0,0,173,0,0,0,0,0,1,0,68,49,0,0,5,0,28,10,12,0,0,0,0,0,0,0,0,0,0,281,173,108,378,281,97,0,0,9,0,0,0,88,3.15,281,173,0,0,0,0,0,0,0,1,48,124,108,0,0,0,16,0,15,0,23,322,208,11,50,41,12,,,,,,,,
245101304003,633,13,0,0,0,21,76,32,30,0,0,0,15,40,0,12,50,39,40,38,32,0,3,75,15,0,0,0,23,0,0,1,0,14,6,0,1,0,0,501,69,37,0,0,282,0,22,39,51,24,21,28,15,0,34,0,0,26,5,1,16,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,103,40,16,0,6,0,0,75,16,0,0,0,0,0,0,0,22,0,15,0,0,0,0,15,6,0,0,0,1,0,0,0,0,0,282,75,207,344,282,62,0,0,0,0,0,0,62,2.24,282,75,0,0,0,0,0,0,0,0,0,75,207,0,0,0,0,0,0,25,48,288,104,25,94,15,14,,,,,,,,
