GEOID,pop_total,male_18_19,male_20,male_21,male_22_24,male_25_29,male_30_34,female_18_19,female_20,female_21,female_22_24,female_25_29,female_30_34,male_35_39,male_40_44,male_45_49,male_50_54,male_55_59,male_60_61,male_62_64,female_35_39,female_40_44,female_45_49,female_50_54,female_55_59,female_60_61,female_62_64,male_65_66,male_67_69,male_70_74,male_75_79,male_80_84,male_85plus,female_65_66,female_67_69,female_70_74,female_75_79,female_80_84,female_85plus,edu_total_25plus,edu_bachelors,edu_masters,edu_professional,edu_doctorate,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,homeval_total_units,homeval_lt10k,homeval_10_15k,homeval_15_20k,homeval_20_25k,homeval_25_30k,homeval_30_35k,homeval_35_40k,homeval_40_50k,homeval_50_60k,homeval_60_70k,homeval_70_80k,homeval_80_90k,homeval_90_100k,homeval_100_125k,homeval_125_150k,homeval_150_175k,homeval_175_200k,homeval_200_250k,homeval_250_300k,homeval_300_400k,homeval_400_500k,homeval_500_750k,homeval_750k_1m,homeval_1m_1500k,homeval_1500k_2m,homeval_2m_plus,tenure_total,tenure_owner,tenure_renter,housing_total_units,housing_occupied,housing_vacant,vacant_for_rent,vacant_rented_not_occ,vacant_for_sale,vacant_sold_not_occ,vacant_seasonal,vacant_migrant,vacant_other,avg_hh_size,yrbuilt_total,yrbuilt_owner_2014plus,yrbuilt_owner_2010_13,yrbuilt_owner_2000_09,yrbuilt_owner_1990_99,yrbuilt_owner_1980_89,yrbuilt_owner_1970_79,yrbuilt_owner_1960_69,yrbuilt_owner_1950_59,yrbuilt_owner_1940_49,yrbuilt_owner_pre1940,yrbuilt_renter_2014plus,yrbuilt_renter_2010_13,yrbuilt_renter_2000_09,yrbuilt_renter_1990_99,yrbuilt_renter_1980_89,yrbuilt_renter_1970_79,yrbuilt_renter_1960_69,yrbuilt_renter_1950_59,yrbuilt_renter_1940_49,yrbuilt_renter_pre1940,commute_total,commute_drive_alone,commute_carpool,commute_transit,commute_walk,commute_wfh,mobility_total,mobility_same_house,mobility_moved_same_county,mobility_moved_diff_county,mobility_moved_diff_state,mobility_moved_abroad,poverty_total_denom,poverty_below
245100101001,859,15,0,0,13,53,115,0,0,0,0,64,78,55,66,20,22,13,0,0,82,72,22,38,11,13,0,0,0,0,20,0,0,0,0,0,0,0,0,744,274,167,116,66,464,0,0,17,0,0,0,0,0,0,6,22,30,80,54,93,162,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,5,16,4,8,399,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,24,20,61,101,125,48,9,0,0,0,464,399,65,541,464,77,46,0,22,0,9,0,0,1.85,464,399,0,0,0,0,15,16,0,23,8,337,65,0,0,0,0,8,0,0,4,734,467,46,35,29,130,,,,,,,,
245100101002,893,0,0,0,0,65,99,16,0,0,109,20,149,44,44,13,46,22,12,0,31,57,0,0,17,0,0,7,0,4,0,0,0,17,0,0,0,0,29,676,310,157,69,64,480,7,0,19,0,0,0,8,23,0,0,75,28,35,18,87,180,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,13,30,20,0,0,389,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,23,35,122,95,97,0,0,0,0,480,389,91,605,480,125,25,0,0,0,0,0,100,1.86,480,389,0,0,8,0,0,23,0,17,0,341,91,0,0,11,0,8,0,27,22,706,432,32,28,37,159,,,,,,,,
245100101003,1051,0,0,0,0,41,73,0,0,0,0,77,64,37,20,21,11,71,0,37,13,17,20,0,54,0,50,16,6,27,47,35,61,47,16,19,28,15,34,957,425,144,97,45,535,0,61,0,0,0,27,8,0,0,0,18,143,22,26,30,200,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,69,4,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,95,14,39,177,16,0,0,0,535,428,107,546,535,11,0,0,0,0,0,0,11,1.68,535,428,0,0,71,0,100,5,0,0,15,237,107,0,26,48,14,0,0,0,0,517,390,0,6,56,56,,,,,,,,
245100102001,623,0,0,0,23,57,85,0,0,0,12,29,53,34,10,0,6,0,0,6,23,8,0,58,43,0,30,0,0,53,0,0,7,0,0,18,4,0,0,524,168,191,30,10,324,24,0,4,0,7,22,41,0,0,0,26,15,28,8,120,29,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,8,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,24,12,24,42,82,21,43,0,0,0,0,324,255,69,401,324,77,27,0,19,0,0,0,31,1.92,324,255,0,0,6,0,0,0,0,0,0,249,69,0,0,0,0,9,0,10,7,446,358,17,0,10,51,,,,,,,,
245100102002,680,0,0,0,0,8,86,0,0,0,0,57,50,42,54,21,34,10,9,0,63,21,0,0,9,8,0,0,0,0,0,0,8,0,0,0,0,0,0,480,192,173,25,0,267,0,8,0,0,0,0,0,0,0,14,0,8,69,11,30,127,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,13,35,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,48,45,67,14,0,0,0,0,267,190,77,267,267,0,0,0,0,0,0,0,0,2.55,267,190,0,19,0,0,0,5,0,8,0,158,77,0,0,0,0,0,0,0,13,392,285,0,0,41,53,,,,,,,,
245100102003,1061,0,0,0,10,72,147,0,0,0,9,243,214,100,19,0,0,22,5,0,82,0,15,0,14,0,0,7,0,0,0,8,0,23,0,0,8,0,0,979,407,176,78,26,473,6,5,0,0,8,16,0,23,0,27,21,28,38,29,75,197,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,45,4,0,0,401,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,53,39,63,184,37,0,0,0,0,473,401,72,496,473,23,0,0,0,0,0,0,23,2.24,473,401,0,0,0,0,7,0,16,13,48,317,72,0,0,0,0,0,0,0,0,851,373,0,40,9,406,,,,,,,,
245100102004,636,0,0,0,0,74,79,0,0,0,1,118,8,49,0,0,16,0,0,0,68,66,0,7,13,0,6,0,0,0,10,0,0,0,0,0,0,0,0,514,286,40,56,35,290,13,8,0,8,0,0,0,35,0,7,4,28,33,0,109,45,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,44,47,0,8,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,16,76,25,33,0,0,0,0,290,178,112,290,290,0,0,0,0,0,0,0,0,2.19,290,178,0,0,0,0,6,0,0,0,0,172,112,0,0,0,0,0,0,0,0,485,346,0,8,20,111,,,,,,,,
245100103001,1059,0,0,0,7,73,162,0,0,0,2,147,169,58,32,0,30,12,0,0,151,21,11,14,0,0,9,0,0,0,0,0,0,0,0,0,27,0,0,916,346,172,249,12,519,0,0,10,0,0,0,0,0,6,0,9,32,46,33,239,144,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,29,0,36,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,69,207,84,12,11,0,0,17,519,409,110,609,519,90,24,0,13,0,0,0,53,2.04,519,409,0,16,35,0,0,0,0,32,0,326,110,0,36,0,0,0,0,0,0,848,648,5,11,0,156,,,,,,,,
245100103002,872,0,0,0,34,121,127,0,0,0,30,103,89,90,23,7,11,12,13,11,79,5,0,24,16,0,0,0,6,4,0,0,0,13,0,10,4,0,7,775,372,152,54,75,446,23,0,0,0,0,0,0,0,0,18,16,71,62,4,113,139,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,71,38,29,5,271,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,44,76,97,32,0,15,0,0,0,446,271,175,522,446,76,24,0,0,0,0,0,52,1.96,446,271,0,18,13,0,0,0,0,12,11,217,175,0,0,21,0,16,16,0,6,764,368,19,0,35,290,,,,,,,,
245100104001,949,0,0,0,32,19,114,0,0,0,0,81,93,19,72,1,37,29,0,34,60,33,0,12,51,18,0,0,0,17,0,0,0,0,56,6,0,7,0,759,251,293,50,40,430,0,11,0,0,0,24,0,43,0,58,56,33,33,42,46,84,109,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,43,23,7,6,15,321,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,51,44,80,73,43,19,0,0,0,0,430,321,109,512,430,82,25,0,0,0,0,0,57,2.2,430,321,0,0,11,0,27,0,0,9,25,249,109,0,0,0,0,16,0,7,0,501,274,0,41,72,96,,,,,,,,
245100104002,808,0,0,0,4,182,65,0,0,0,15,104,127,39,27,69,7,0,0,0,8,9,11,15,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,683,432,111,29,35,345,13,0,8,0,0,9,0,0,0,40,20,30,37,11,81,96,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,48,44,5,0,27,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,76,66,10,0,0,0,0,345,177,168,379,345,34,0,0,0,0,0,0,34,2.34,345,177,0,10,0,0,0,0,0,0,0,167,168,0,0,15,34,0,0,38,5,616,378,7,22,87,91,,,,,,,,
245100104003,1325,0,0,0,18,21,102,0,0,0,7,47,132,85,15,80,36,202,21,16,76,28,77,10,27,21,11,61,25,22,14,0,0,9,22,15,0,0,0,1175,333,416,188,49,798,0,0,0,100,0,0,0,13,0,9,13,75,41,71,154,322,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,106,64,8,12,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,30,113,47,162,99,71,0,0,798,541,257,827,798,29,0,0,0,0,0,0,29,1.66,798,541,0,0,311,126,87,0,0,0,0,17,257,0,0,19,18,37,4,11,5,909,625,6,14,11,253,,,,,,,,
245100105001,875,0,26,0,0,12,55,0,0,23,38,63,26,66,16,60,24,24,0,6,46,93,37,4,20,0,0,4,6,38,4,5,1,6,0,7,0,4,0,627,144,212,30,101,443,0,0,28,29,0,0,0,12,24,32,38,38,39,46,43,114,255,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,112,23,86,0,16,3,5,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,54,37,75,12,0,0,0,443,188,255,533,443,90,31,0,0,20,0,0,39,1.94,443,188,0,0,4,0,0,0,0,0,0,184,255,0,0,14,0,26,0,0,0,554,258,65,1,51,170,,,,,,,,
245100105002,816,11,0,0,14,60,28,0,0,0,47,87,46,53,11,20,31,5,4,0,43,16,38,27,11,30,25,7,7,12,9,5,20,0,25,6,0,0,0,626,287,107,22,48,425,17,0,20,20,5,26,7,4,4,26,27,49,78,15,78,49,159,0,0,0,0,0,0,0,20,0,0,0,0,0,4,0,7,0,23,23,38,23,5,5,11,266,0,0,0,0,0,0,0,0,0,15,5,7,0,0,7,0,7,35,11,78,67,23,11,0,0,0,425,266,159,453,425,28,14,0,0,0,0,0,14,1.92,425,266,0,0,0,0,20,7,0,0,0,239,159,0,6,0,20,19,0,0,14,478,211,8,6,103,116,,,,,,,,
245100201001,840,0,0,0,77,177,21,9,0,0,107,46,51,23,18,13,42,38,0,17,34,15,17,21,4,0,14,0,0,0,10,0,0,4,0,3,0,0,0,568,251,121,63,51,361,20,6,0,0,0,23,5,0,0,10,13,11,81,40,33,119,172,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,51,34,0,12,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,20,53,38,11,4,0,0,361,189,172,454,361,93,37,0,0,0,0,0,56,2.33,361,189,0,6,0,4,0,0,0,0,0,179,172,0,6,12,0,0,0,0,9,627,331,20,0,60,203,,,,,,,,
245100201002,916,0,0,13,52,81,50,0,0,0,39,99,85,69,62,50,24,6,17,5,37,30,25,35,8,14,11,11,0,6,5,0,0,0,0,7,6,0,0,743,338,166,91,25,524,23,6,5,0,0,4,4,0,15,17,89,91,73,58,84,55,246,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,40,91,50,9,5,10,278,10,0,0,0,0,0,0,0,0,0,0,0,0,11,3,35,11,24,54,96,11,23,0,0,0,0,524,278,246,583,524,59,6,0,0,0,0,0,53,1.75,524,278,0,0,0,0,0,6,11,0,0,261,246,0,0,9,0,0,2,6,23,727,300,20,15,105,244,,,,,,,,
245100202001,490,0,0,7,6,11,45,0,0,0,10,44,50,21,9,6,5,7,0,2,13,0,38,0,9,26,57,0,4,6,20,0,0,11,13,4,23,4,3,431,119,104,24,8,317,53,0,7,0,4,4,49,7,13,13,43,12,48,11,33,20,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,13,13,20,80,4,0,12,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,33,35,51,0,0,0,0,0,317,129,188,392,317,75,18,0,31,0,0,0,26,1.55,317,129,0,6,23,0,0,0,0,0,6,94,188,0,0,8,7,0,19,7,7,298,122,5,11,58,81,,,,,,,,
245100202002,899,0,0,0,19,77,84,0,0,0,57,71,87,13,63,29,8,46,0,5,25,35,26,0,28,8,6,0,9,24,28,0,0,3,3,9,0,0,0,687,229,129,39,27,466,19,26,7,44,6,16,4,0,38,27,61,45,49,59,33,32,267,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,19,56,112,22,26,6,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,48,21,14,52,37,13,0,0,0,0,466,199,267,578,466,112,49,0,32,16,0,0,15,1.93,466,199,0,0,0,0,0,0,0,0,0,199,267,0,0,0,6,7,24,5,0,534,212,0,20,134,161,,,,,,,,
245100203001,898,0,0,0,0,385,54,0,0,0,0,46,126,0,0,57,0,0,0,0,0,0,0,0,41,0,47,19,0,64,0,0,0,0,0,34,0,11,14,898,455,135,15,43,553,22,14,11,0,19,22,34,0,0,37,30,89,74,21,23,157,428,0,14,22,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,291,68,11,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,78,0,0,42,0,0,0,553,125,428,651,553,98,0,0,28,0,0,0,70,1.62,553,125,0,0,0,0,0,0,0,0,0,125,428,0,64,0,0,121,111,0,0,690,323,0,19,135,198,,,,,,,,
245100203002,1144,0,0,0,75,79,147,0,0,0,138,179,142,23,22,0,15,10,25,0,139,0,30,16,20,0,6,0,21,17,0,0,0,0,0,27,0,0,0,918,350,201,131,44,815,15,105,0,0,0,0,0,13,14,97,18,139,87,49,143,135,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,162,108,35,15,126,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,51,25,0,0,0,0,815,126,689,1132,815,317,210,0,0,0,0,0,107,1.4,815,126,0,0,71,0,0,0,0,0,0,55,689,38,451,108,10,3,0,0,0,1010,522,74,49,213,107,,,,,,,,
245100203003,1774,0,0,0,5,197,153,0,0,0,55,47,191,70,84,138,0,48,0,53,253,9,45,26,0,57,42,41,33,0,9,0,0,41,13,44,27,0,0,1621,414,458,131,161,1035,72,0,0,13,35,21,14,17,33,16,142,86,73,66,175,272,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,83,166,165,75,147,360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,113,33,8,57,63,0,25,32,1035,360,675,1188,1035,153,62,58,17,0,16,0,0,1.71,1035,360,0,25,53,19,7,50,0,35,5,166,675,0,310,201,0,19,7,0,46,1352,768,30,52,182,320,,,,,,,,
245100301001,916,0,0,0,0,47,74,0,0,0,12,36,109,85,0,0,32,83,0,0,28,12,0,61,46,0,0,0,0,0,0,0,0,0,14,0,0,0,0,627,135,46,0,0,438,114,21,0,0,0,14,70,0,0,0,12,23,109,0,36,39,398,49,0,0,19,0,46,0,14,31,0,0,0,0,0,0,0,0,0,0,176,24,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0,0,0,0,0,438,40,398,683,438,245,68,25,0,0,0,0,152,2.06,438,40,0,0,0,0,0,0,0,0,0,40,398,0,9,0,0,0,39,96,14,394,128,39,0,86,102,,,,,,,,
245100301002,698,27,0,0,0,13,8,0,0,0,6,12,26,72,16,0,76,72,11,52,40,14,0,4,0,0,17,24,0,48,0,0,21,13,0,0,0,0,11,550,95,12,0,0,387,102,21,0,0,0,0,51,0,52,37,29,0,17,0,56,22,291,45,0,0,51,0,0,0,0,0,22,0,0,0,0,25,0,0,52,63,6,0,16,0,0,96,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,47,23,0,0,0,0,0,0,0,387,96,291,387,387,0,0,0,0,0,0,0,0,1.61,387,96,0,0,23,23,0,0,0,24,5,21,291,0,22,48,70,0,0,0,51,307,197,0,24,11,75,,,,,,,,
245100302001,922,0,2,0,14,52,113,0,0,14,0,140,27,20,46,79,32,60,22,35,8,13,14,68,8,0,9,0,48,4,15,0,0,0,0,0,0,9,0,822,97,61,0,8,258,0,22,0,0,15,0,0,24,9,0,22,108,9,18,31,0,158,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,39,68,8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,36,0,31,0,0,0,0,258,100,158,289,258,31,0,0,0,0,0,0,31,1.94,258,100,0,31,51,0,0,0,0,0,9,9,158,0,0,134,0,0,0,0,0,441,183,50,94,92,22,,,,,,,,
245100302002,2192,66,0,0,71,214,98,0,0,0,69,91,89,170,0,76,68,27,9,25,175,150,100,116,16,70,0,34,12,71,0,0,0,12,19,132,0,9,16,1799,624,287,173,280,1201,134,0,53,0,23,9,38,0,0,0,37,156,205,130,115,301,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,293,122,126,59,55,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,54,9,168,154,42,34,50,0,0,1201,520,681,1347,1201,146,10,0,0,0,36,0,100,1.83,1201,520,0,0,246,0,88,0,0,0,21,165,681,19,128,204,72,44,14,0,0,1411,742,116,12,165,363,,,,,,,,
245100401001,1155,0,0,0,65,93,243,0,0,0,84,71,29,210,77,30,0,0,0,2,138,0,76,0,23,0,0,0,8,0,6,0,0,0,0,0,0,0,0,1006,272,239,85,53,886,41,31,119,0,15,57,0,0,42,172,144,141,8,49,33,34,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,248,439,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0,886,984,886,98,98,0,0,0,0,0,0,1.3,886,0,0,0,0,0,0,0,0,0,0,0,886,0,66,191,57,83,48,339,0,1004,264,0,120,265,279,,,,,,,,
245100401002,916,0,0,0,70,95,106,0,0,0,52,118,39,127,0,0,23,42,70,41,17,13,0,0,66,0,0,0,0,0,0,0,0,0,0,0,37,0,0,794,261,149,37,11,516,59,0,29,0,8,28,0,41,0,39,157,0,0,108,47,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,309,101,18,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,516,23,493,516,516,0,0,0,0,0,0,0,0,1.78,516,23,0,0,0,0,0,0,0,23,0,0,493,0,0,44,105,8,48,88,0,611,309,0,15,63,195,,,,,,,,
245100401003,3087,0,0,0,67,427,454,0,91,0,7,527,406,239,118,77,68,139,0,45,108,25,0,74,64,0,0,0,23,0,0,0,21,0,0,107,0,0,0,2922,1069,532,578,240,2528,22,34,11,159,50,0,0,81,0,246,542,593,413,119,121,137,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,327,913,786,106,167,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,23,72,0,21,0,0,0,0,2528,204,2324,2810,2528,282,46,58,0,0,0,0,178,1.22,2528,204,0,0,156,0,0,27,0,0,0,21,2324,0,247,395,62,65,134,206,45,2618,1563,0,66,417,572,,,,,,,,
245100401004,1201,0,0,0,0,159,130,0,0,0,87,280,0,0,0,0,171,35,0,0,49,0,46,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,453,118,0,0,922,211,0,0,0,0,0,119,14,0,295,49,105,40,0,0,89,922,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,401,208,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,922,1007,922,85,43,42,0,0,0,0,0,1.3,922,0,0,0,0,0,0,0,0,0,0,0,922,122,0,204,288,40,63,0,0,815,398,104,100,35,178,,,,,,,,
245100402001,1334,103,75,21,102,49,37,181,27,63,84,127,21,63,34,19,15,3,0,71,84,13,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,543,80,136,12,91,463,25,30,0,74,6,62,0,30,4,17,108,17,16,0,48,26,450,0,0,0,0,20,30,0,0,0,0,0,0,0,6,0,5,45,29,103,134,50,28,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,463,13,450,516,463,53,16,20,0,0,0,0,17,1.58,463,13,0,0,0,0,13,0,0,0,0,0,450,0,10,9,58,0,159,67,11,746,282,49,124,155,95,,,,,,,,
245100601001,478,0,0,0,39,12,12,15,0,0,16,93,0,0,0,0,59,13,0,4,0,0,43,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,250,26,12,0,0,101,0,0,13,0,0,15,0,0,0,59,0,4,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,43,10,16,0,0,0,0,0,0,0,0,101,86,15,163,101,62,0,0,20,0,0,0,42,4.73,101,86,0,0,0,0,0,43,0,0,4,39,15,0,0,0,0,0,0,0,15,209,166,4,0,39,0,,,,,,,,
245100601002,1452,46,0,0,15,65,267,0,0,0,34,41,198,15,39,14,0,0,0,0,126,23,0,39,36,0,0,0,23,35,54,0,0,23,0,9,40,0,0,1047,321,214,13,14,586,32,26,0,0,0,0,51,0,0,21,143,39,59,30,26,159,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,36,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,12,0,42,105,289,58,0,0,0,0,0,586,533,53,633,586,47,0,0,0,20,0,0,27,2.47,586,533,0,0,16,0,0,0,39,37,0,441,53,0,0,0,0,0,10,8,0,841,623,0,37,58,123,,,,,,,,
245100601003,359,0,0,0,0,23,44,0,0,0,0,54,70,12,0,6,11,0,2,0,43,7,49,0,0,0,0,34,1,0,0,0,0,0,3,0,0,0,0,359,76,182,24,0,254,41,0,0,0,6,0,0,0,6,17,53,0,83,0,41,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,17,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,65,49,34,2,0,0,0,0,0,254,191,63,328,254,74,0,0,19,0,0,0,55,1.41,254,191,0,0,0,0,0,0,0,0,0,191,63,0,0,0,0,0,13,0,6,302,168,0,3,0,125,,,,,,,,
245100601004,388,0,7,0,4,18,0,6,0,2,6,0,0,11,0,0,0,9,0,0,12,0,0,0,0,0,0,158,0,0,0,0,0,123,0,0,12,0,0,343,166,0,0,0,206,0,12,9,0,0,158,0,0,11,0,0,10,0,0,0,6,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,0,0,0,0,0,0,0,0,206,37,169,277,206,71,0,0,0,59,0,0,12,1.88,206,37,0,0,0,0,0,0,9,0,0,28,169,0,0,0,0,0,0,0,0,47,30,0,17,0,0,,,,,,,,
245100602001,711,0,0,0,0,52,79,0,0,0,0,48,68,57,0,67,43,49,0,0,27,0,4,28,19,0,41,17,0,4,0,0,12,0,3,5,0,0,0,623,164,90,66,2,328,0,15,0,35,0,0,0,0,44,41,26,19,2,31,35,80,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,39,2,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,55,12,35,0,3,42,42,5,40,0,0,0,0,328,234,94,359,328,31,0,0,0,0,0,0,31,2.17,328,234,0,0,0,0,28,0,0,12,34,160,94,0,0,0,17,14,0,0,0,385,225,0,50,19,73,,,,,,,,
245100602002,626,24,0,0,8,30,14,0,7,7,7,96,17,29,21,0,0,0,0,0,18,39,75,0,7,0,0,20,0,0,0,0,0,23,0,13,9,0,0,411,99,112,26,0,294,18,67,0,0,0,0,0,0,0,28,25,29,46,31,29,21,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,33,0,4,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,17,25,30,9,0,0,17,0,0,294,117,177,393,294,99,26,0,28,0,0,0,45,2.12,294,117,0,0,0,0,0,0,0,0,0,117,177,0,0,0,0,7,0,15,0,337,197,43,9,46,42,,,,,,,,
245100602003,469,0,0,0,0,0,56,7,0,0,8,71,52,0,0,23,0,22,0,0,0,0,0,52,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,71,0,0,0,127,0,8,0,0,0,52,0,0,0,0,0,23,44,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,52,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,127,45,82,207,127,80,0,0,29,0,0,0,51,3.69,127,45,0,0,0,0,0,0,0,0,0,45,82,0,0,0,0,0,0,22,0,139,100,0,16,23,0,,,,,,,,
245100602004,523,0,0,0,21,51,16,0,0,0,0,62,82,9,15,9,0,4,8,0,38,42,0,12,23,0,22,0,30,11,0,0,0,0,10,1,3,16,0,464,206,56,24,24,317,19,0,12,77,11,0,0,0,0,3,40,29,22,20,61,23,185,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,19,10,0,84,10,9,0,0,132,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,33,35,3,0,37,0,14,0,0,0,317,132,185,411,317,94,0,0,0,0,0,0,94,1.64,317,132,0,0,37,0,0,0,0,0,0,95,185,0,0,0,54,0,14,4,31,337,161,31,0,45,100,,,,,,,,
