OBJECTID,pop_total,male_18_19,male_20,male_21,male_22_24,male_25_29,male_30_34,female_18_19,female_20,female_21,female_22_24,female_25_29,female_30_34,male_35_39,male_40_44,male_45_49,male_50_54,male_55_59,male_60_61,male_62_64,female_35_39,female_40_44,female_45_49,female_50_54,female_55_59,female_60_61,female_62_64,male_65_66,male_67_69,male_70_74,male_75_79,male_80_84,male_85plus,female_65_66,female_67_69,female_70_74,female_75_79,female_80_84,female_85plus,edu_total_25plus,edu_bachelors,edu_masters,edu_professional,edu_doctorate,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,homeval_total_units,homeval_lt10k,homeval_10_15k,homeval_15_20k,homeval_20_25k,homeval_25_30k,homeval_30_35k,homeval_35_40k,homeval_40_50k,homeval_50_60k,homeval_60_70k,homeval_70_80k,homeval_80_90k,homeval_90_100k,homeval_100_125k,homeval_125_150k,homeval_150_175k,homeval_175_200k,homeval_200_250k,homeval_250_300k,homeval_300_400k,homeval_400_500k,homeval_500_750k,homeval_750k_1m,homeval_1m_1500k,homeval_1500k_2m,homeval_2m_plus,tenure_total,tenure_owner,tenure_renter,housing_total_units,housing_occupied,housing_vacant,vacant_for_rent,vacant_rented_not_occ,vacant_for_sale,vacant_sold_not_occ,vacant_seasonal,vacant_migrant,vacant_other,yrbuilt_total,yrbuilt_owner_2014plus,yrbuilt_owner_2010_13,yrbuilt_owner_2000_09,yrbuilt_owner_1990_99,yrbuilt_owner_1980_89,yrbuilt_owner_1970_79,yrbuilt_owner_1960_69,yrbuilt_owner_1950_59,yrbuilt_owner_1940_49,yrbuilt_owner_pre1940,yrbuilt_renter_2014plus,yrbuilt_renter_2010_13,yrbuilt_renter_2000_09,yrbuilt_renter_1990_99,yrbuilt_renter_1980_89,yrbuilt_renter_1970_79,yrbuilt_renter_1960_69,yrbuilt_renter_1950_59,yrbuilt_renter_1940_49,yrbuilt_renter_pre1940,commute_total,commute_drive_alone,commute_carpool,commute_transit,commute_walk,commute_wfh,mobility_total,mobility_same_house,mobility_moved_same_county,mobility_moved_diff_county,mobility_moved_diff_state,mobility_moved_abroad,poverty_total_denom,poverty_below,pop_in_nsa,wtd_avg_hh_size
11,6705.0,157.0,55.0,50.0,134.0,225.0,291.0,275.0,78.0,68.0,161.0,111.0,354.0,232.0,93.0,57.0,217.0,176.0,112.0,75.0,239.0,118.0,80.0,212.0,218.0,68.0,251.0,69.0,191.0,194.0,164.0,1.0,33.0,66.0,41.0,220.0,99.0,70.0,96.0,4373.0,463.0,128.0,0.0,0.0,2801.0,180.0,370.0,290.0,280.0,84.0,99.0,120.0,134.0,193.0,282.0,140.0,194.0,172.0,166.0,32.0,65.0,1816.0,0.0,0.0,33.0,70.0,59.0,48.0,100.0,0.0,0.0,14.0,0.0,40.0,37.0,0.0,24.0,92.0,187.0,455.0,300.0,269.0,18.0,6.0,0.0,0.0,985.0,75.0,20.0,8.0,0.0,0.0,0.0,8.0,88.0,46.0,12.0,15.0,34.0,21.0,108.0,59.0,50.0,209.0,108.0,37.0,64.0,1.0,12.0,0.0,0.0,7.0,3.0,2801.0,985.0,1816.0,3886.0,2801.0,1085.0,58.0,0.0,0.0,0.0,0.0,0.0,1027.0,2801.0,985.0,0.0,18.0,0.0,79.0,0.0,0.0,24.0,129.0,179.0,556.0,1816.0,0.0,233.0,116.0,6.0,192.0,70.0,94.0,139.0,2407.0,1156.0,122.0,807.0,121.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2893.744979644224,2.1904998214923244
12,5138.054270718336,27.937306506657826,15.981321416272634,18.03370894212386,121.14377962407197,207.71706413636912,588.7753690633964,49.8946331045143,18.874902716860568,71.16850934626977,251.28788365083574,515.3944105081982,367.61383686022134,140.50881392589469,149.7823361293495,58.24970288626382,193.97349775046604,180.5627031992959,35.84545534355173,75.58542413409215,223.00893117511592,220.13110812004908,112.72712841088179,87.27057909039115,115.52275823216563,48.14754259418904,121.23222072810698,0.0,132.6715125818012,174.35535411573565,144.72624436794715,24.90630898248177,27.05655577016672,69.18221460441973,4.919148013036989,257.69938251623967,72.81200345743821,0.0,31.940665272968346,4382.3182719702345,1042.5536148700935,922.8221233696434,314.0430039956897,288.07888440763566,3917.3166667594796,566.7490066588758,269.7958564363659,205.10088439269123,278.6753143657763,121.02887425151471,78.29701943255161,96.60952201685201,272.67830352662986,117.32456848744903,235.49324647898706,431.3006087197096,447.92208673708586,230.16225112086053,183.55534532694855,200.2389444258571,182.38483438132417,3444.8870347231027,0.0,15.981321416272634,7.956048062701702,35.865674599991344,88.49092376852131,69.80610481373412,0.0,0.0,106.64765023569376,112.15657469724336,0.0,24.90630898248177,0.0,32.856454519694815,99.72815124815116,182.44085757215854,194.4537100685278,643.9141415764155,673.0646959146808,928.0821348572118,191.60071424076622,26.98049090418762,0.010827434043584747,9.941329563832715,472.4296320363768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.545995197120394,0.0,0.0,0.0,138.28210387567174,0.0,11.805955231288774,32.734195903736406,73.75351049798361,6.888298421742817,73.59527242709459,27.94190953065892,62.87065797760481,22.011732973474707,0.0,0.0,0.0,3917.3166667594796,472.4296320363768,3444.8870347231027,4327.947201792695,3917.3166667594796,410.6305350332155,165.95959936701837,10.82706538531135,0.0,95.43676381279406,0.0,0.0,138.40710646809168,3917.3166667594796,472.4296320363768,0.0,0.0,0.010114249765264793,32.931536232562294,14.839870869317956,0.001750543228603522,0.0,26.94398419027824,0.0,397.70237595122444,3444.8870347231027,0.003425674121281451,505.67131911648215,350.69996262047846,142.62105859608107,185.17569537802132,137.1944840437036,467.6184220555985,163.73806757489552,3258.618699825823,1333.5485682149617,1.9705794520067077,295.5231357916268,889.6948770216632,669.6428215025486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5452.2823590461985,1.259491990875092
13,3922.305249758,52.685464646029686,24.779693542236515,9.0,119.15929389282644,192.81850080689384,166.2499567723109,113.33016970686714,0.007375223446367848,0.0,56.8058048337159,106.17882336716158,35.540972238219716,169.28219992167547,139.86171989906842,77.44898207046305,118.24775997033721,210.11544590917185,14.830423159915195,71.95151075046067,173.63909668056633,97.77439568129361,99.56079374087001,137.7138884861713,80.60491730185743,27.08176127512964,57.84496876566098,42.549156885278144,35.27721394753101,81.68184616000906,20.15300074064083,9.24288239959483,0.0,38.193248849215095,39.15080866172275,111.99741880474775,59.387647721750064,36.79028747900295,23.994898717461275,2475.164527164181,101.33146644205024,51.762043386952286,0.0,37.94783603885371,1412.6743006782676,379.1195313104688,174.9699232346685,86.17361529752716,153.46868177312012,64.29917503892018,70.35288111129863,24.8838623316521,94.00516265641245,27.93515277045914,118.66448095620149,65.65202278966544,52.47335921780492,63.59226837364455,30.008850268135642,4.05924901906011,3.0160845292284475,1301.3082771145569,12.0,47.691861646462485,0.0,150.18973117890602,154.37828198031946,93.95514104991386,125.0,102.43188709015219,103.48796142475943,34.445715532630395,79.90610128614466,0.0,29.789937402642604,34.96522402590247,0.0,2.8884007498733846,24.373585147616676,139.1458920040785,147.64306862591746,19.0,0.015487969237372482,0.0,0.0,0.0,111.36602356371071,0.007375223446367848,0.0,0.0,0.0,0.005162656412457493,0.0,0.02138814799446676,0.015487969237372482,0.0,0.0,0.0,8.16789817980818,7.001475044689274,22.030238416130107,0.016225491582009265,69.12090214468944,0.0,0.006637701101731064,4.973232588619304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412.6743006782676,111.36602356371071,1301.3082771145569,1523.4025572453843,1412.6743006782676,110.72825656711673,22.877017412117723,0.005900178757094279,0.0,0.04720143005675423,0.0,0.0,87.79813754618516,1412.6743006782676,111.36602356371071,0.0,0.0,0.013275402203462128,17.199721093316832,63.157572866983266,7.977970271909643,0.0,0.01991310330519319,0.0,22.997570825992316,1301.3082771145569,6.319077630863583,33.34897006466434,80.96458405902389,105.61886897300559,248.84361229963528,126.6768833685461,124.94321023927625,157.35621454061206,780.3669262572505,123.6513524183907,38.7045607308055,365.56549363895755,69.44754772699542,6.961640597253461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2328.187569688778,2.176084218147112
14,5843.163141405282,14.960240822105902,0.0,0.0,189.55760059208433,445.272870270936,542.8303855061952,56.09375585641792,0.0,0.0,162.04726766167403,462.87344185387747,505.5654449029382,293.7203380322631,227.02633130396455,219.23463484481022,156.7498841035066,99.97247682328351,34.98409632884236,96.59734515296773,280.40950532940036,78.95649491688584,98.19642843178893,139.39678246976524,132.4969648509617,54.9992763240297,65.64929937900712,42.88602369003692,31.0,80.85663225386116,23.960064792815828,0.0,122.71080948396279,79.8248835879759,60.41510649156454,42.9468117335178,58.999843529519936,22.999550147369813,11.086696948887825,4512.618423484936,1139.7628269383663,794.1154686721308,47.1448953896486,124.53593356027609,2913.959649927333,257.64316807179097,264.56359803855383,41.95971273423568,146.39635217594505,66.55039015587349,24.245836119933223,241.7637630447249,169.9096836086733,107.90434326733407,176.45596979635985,173.20258579864634,307.5830356415489,115.9004299454479,375.6136576682597,163.8143612111898,280.45276264881574,1752.1381342372824,0.0,0.0,0.0,122.7110833073029,69.3143832408995,18.999628382609846,14.960240822105902,47.970119593574026,0.0,0.0,0.0,0.0,21.97084326954433,4.999902205949959,14.960240822105902,0.0,11.999765294279902,209.4501923839888,402.59813606338105,528.1952400089448,157.44340546353394,54.094631558366125,13.550407381974008,4.999902205949959,1161.82151569005,0.0,0.0,0.0,0.0,0.0,7.999843529519935,0.0,0.0,13.999726176659886,26.0,0.0,0.0,19.984096328842362,120.80089116956938,29.954822245526643,124.94891469869717,70.94378950426804,289.2620438430467,162.70727589564615,236.3198625502379,23.999530588559804,24.90071915947622,0.0,10.0,0.0,0.0,2913.959649927333,1161.82151569005,1752.1381342372824,3365.3575017962703,2913.959649927333,451.39785186893766,122.94053256929817,0.0,54.854216347721646,0.0,0.0,0.0,273.60310295191783,2913.959649927333,1161.82151569005,0.0,171.73211217288969,33.925665515070975,45.8780718544581,50.999002500689585,11.999765294279902,5.999882647139951,22.99966750022986,120.99890470663954,697.2884434986526,1752.1381342372824,0.0,54.999765294279904,138.41692751637183,108.7110833073029,101.9690634178336,131.96914892672984,246.6281729402871,73.88300146078716,3143.2827201895525,1675.9057629971062,203.18288199034077,300.8410699160144,326.02256717719706,571.3577461387003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4816.783667539207,1.9831550642888283
15,6434.593193846638,46.0,37.493504207969295,0.8822170100410894,83.54299417772833,166.6088922747416,307.6600928317071,20.0,27.0,12.0,47.23173946635145,236.39837759967844,391.62065030677985,229.9007003316764,180.1381568764491,161.41382239412587,115.12372492439759,188.7235825967034,122.28031561289284,210.25359445281055,272.66351400612007,367.37828271001496,196.18352792698465,175.29207364493104,170.5689680834109,149.02057655606689,133.38544015642628,63.072524367432074,74.27368934247404,184.42782218936313,94.07963230425426,59.03896085852389,32.0,118.09139033629248,168.24648651598838,112.31216853459453,86.11073797155629,76.0,213.09090866988907,5055.358614376286,885.8931690156503,798.5996998810981,157.99551184238183,62.829665841823555,3095.692750810178,294.2942658985409,210.01763704805734,149.234678974361,99.11688257557168,133.2648708184454,114.12741168680682,137.09090866988907,115.2592078808334,53.0842823994703,90.15974627491192,419.50991233522353,697.7674096288505,221.60691609953886,91.6106028619481,170.04526740013713,99.5027502575921,1455.6510670068817,0.0,0.0,0.0,33.0,154.0,70.0,36.0,11.0,10.0,9.0,37.0,0.0,0.0,0.01469754004777532,294.0909086698891,0.10389562273037749,98.33076891545866,207.71476407267474,101.05291114417199,230.54342633454257,146.6274431460166,0.06958485942251913,0.011758032038220257,0.038960858523891556,1640.0416838032963,17.0,23.09090866988908,0.0,0.0,0.0,0.008818524028665193,23.0,15.0,31.0,0.0,6.0,15.077921717047783,41.064934764206484,86.1864674349942,163.14381981406106,140.21954927749897,307.0205765560669,476.1501804964836,216.27833943769008,48.062157193794796,11.979153224716724,13.564052400198614,6.194804292619458,0.0,0.0,0.0,3095.692750810178,1640.0416838032963,1455.6510670068817,3485.1901578589636,3095.692750810178,389.49740704878565,124.3026027561662,0.0,32.0,11.0,5.0,0.0,217.19480429261947,3095.692750810178,1640.0416838032963,0.0,13.044092620143326,20.0,20.063705843403408,35.0,0.0,0.08257181226381632,141.59911041790616,392.0205765560669,1018.2316265535128,1455.6510670068817,0.0,23.0,157.0,270.0205765560669,89.22393378471874,69.13158011561946,23.169312053340263,75.5890629730744,3080.3263339289897,1556.100793692293,135.22665721432116,423.6213975611795,199.61690940356135,726.6155273227707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379.684620133481,2.05660604503985
16,19572.0,142.0,257.0,117.0,382.0,663.0,383.0,243.0,81.0,46.0,369.0,404.0,1066.0,624.0,411.0,510.0,613.0,453.0,240.0,326.0,757.0,964.0,841.0,715.0,663.0,443.0,474.0,288.0,232.0,168.0,100.0,93.0,3.0,253.0,352.0,465.0,141.0,95.0,146.0,12886.0,1282.0,907.0,43.0,124.0,8043.0,777.0,441.0,272.0,319.0,256.0,429.0,401.0,397.0,363.0,718.0,922.0,843.0,904.0,204.0,579.0,218.0,3514.0,0.0,0.0,0.0,117.0,82.0,19.0,54.0,24.0,124.0,7.0,20.0,0.0,196.0,31.0,49.0,56.0,52.0,436.0,861.0,1085.0,294.0,0.0,0.0,0.0,4529.0,103.0,61.0,56.0,10.0,22.0,11.0,31.0,110.0,40.0,26.0,39.0,13.0,219.0,1159.0,650.0,451.0,313.0,572.0,213.0,245.0,91.0,33.0,32.0,11.0,0.0,18.0,8043.0,4529.0,3514.0,9068.0,8043.0,1025.0,138.0,0.0,13.0,82.0,0.0,0.0,792.0,8043.0,4529.0,0.0,39.0,170.0,18.0,39.0,42.0,93.0,1513.0,1368.0,1247.0,3514.0,0.0,266.0,166.0,40.0,170.0,306.0,316.0,275.0,8124.0,5145.0,975.0,964.0,223.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14647.17581815037,2.428169837125451
17,14041.406806153362,820.0,368.5064957920307,274.11778298995887,542.4570058222716,931.3911077252584,698.3399071682928,949.0,555.0,360.0,365.7682605336486,683.6016224003215,713.3793496932201,653.0992996683236,331.8618431235509,269.5861776058741,202.8762750756024,372.2764174032966,127.71968438710716,259.74640554718945,420.33648599387993,403.62171728998504,285.81647207301535,165.70792635506893,505.43103191658906,67.97942344393311,239.61455984357372,79.92747563256793,133.72631065752597,149.57217781063687,184.92036769574574,32.96103914147611,0.0,53.908609663707516,155.75351348401162,146.68783146540545,113.88926202844371,97.0,67.90909133011093,8548.641385623714,2589.1068309843495,1849.4003001189017,350.0044881576182,840.1703341581765,6193.307249189822,783.705734101459,308.98236295194266,317.76532102563897,169.88311742442832,322.7351291815546,290.8725883131932,203.90909133011093,197.7407921191666,164.91571760052972,347.8402537250881,634.4900876647764,724.2325903711495,355.39308390046114,425.3893971380519,450.95473259986284,494.4972497424079,4291.348932993118,12.0,0.0,0.0,21.0,65.0,32.0,0.0,70.0,0.0,13.0,0.0,2.0,29.0,128.9853024599522,78.90909133011093,132.89610437726964,185.66923108454134,1380.2852359273252,716.947088855828,894.4565736654574,423.3725568539834,33.93041514057748,34.98824196796178,16.961039141476107,1901.9583161967034,7.0,6.909091330110919,0.0,10.0,0.0,2.9911814759713344,0.0,19.0,0.0,0.0,0.0,15.922078282952217,4.935065235793513,72.8135325650058,81.85618018593892,97.78045072250103,43.979423443933115,234.84981950351641,406.7216605623099,522.9378428062053,213.02084677528327,120.43594759980138,14.805195707380541,26.0,0.0,0.0,6193.307249189822,1901.9583161967034,4291.348932993118,7070.809842141036,6193.307249189822,877.5025929512144,302.6973972438338,102.0,19.0,0.0,18.0,0.0,435.80519570738056,6193.307249189822,1901.9583161967034,0.0,14.955907379856674,98.0,55.93629415659659,51.0,18.0,35.91742818773618,78.40088958209385,29.979423443933115,1519.7683734464872,4291.348932993118,0.0,176.0,208.0,89.97942344393311,216.77606621528128,248.86841988438056,430.83068794665974,645.4109370269256,7292.67366607101,2776.899206307707,321.77334278567884,923.3786024388205,1470.3830905964387,1415.3844726772293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8705.706384376577,1.8301868644705983
18,5477.729281481463,0.0,0.0,0.0,88.94785678968924,773.5474290069366,492.26819758216874,0.0,0.0,0.0,243.37213138159518,354.84829545749267,635.8328401686889,188.01592706685312,166.09096027271238,224.20380056157927,53.035880499545975,186.23060244068793,21.707846622483792,58.06255255708908,426.4661181240919,56.07974254919809,97.25260632044638,100.72658283377214,132.20939869012523,65.08210023117941,100.1398391020922,60.20074644557077,60.263365339147356,102.66490132107019,37.054733487452935,0.0,0.0,44.0351858133626,30.050685548079798,110.34692301628684,27.0,10.978153317808179,13.972195131755864,4628.367609507678,1535.8446067851762,943.1200100067674,299.025896126589,269.16963259222644,3197.9369220121976,239.64491387462755,151.74734364835774,17.97864529590996,57.39095348180672,59.96226482166867,72.92153589306318,121.75585280181869,28.29621207611315,83.11041797913046,163.87205740748732,260.53273153803303,363.29941780161516,379.99817091063693,188.6230090665631,391.169805868906,617.6335895464599,2363.1664009370347,48.87636523728811,13.972195131755864,21.956306635616357,18.95205998996886,0.0,45.88393471255619,0.0,13.964675782082319,30.92178208889656,26.0,0.0,0.0,0.0,0.0,0.0,21.956306635616357,0.0,19.00061497262723,70.00209090693258,980.3528777416082,420.3563451665969,295.65189544291303,111.30732122637068,160.02402267869294,834.7705210751628,13.840477690434804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.03909534818067162,8.035185813362604,48.0,49.0,132.10889316602288,225.61928925327348,96.28666748509096,92.2597060044585,105.30362934225624,0.2775769720827685,25.0,32.0,3197.9369220121976,834.7705210751628,2363.1664009370347,4079.4540457793255,3197.9369220121976,881.5171237671277,360.4846949142138,82.93692103943272,76.94439026351174,16.0,16.0,0.0,329.15111754996946,3197.9369220121976,834.7705210751628,0.0,25.00061497262723,115.63298507972334,19.492601387076462,7.340129529171843,50.0,0.0,35.0,5.0,577.3041901065641,2363.1664009370347,32.87113451478266,772.9786485042108,294.49842803091906,14.722761090179535,149.499428851115,180.69678207685166,100.80311857040381,59.984530942486266,3844.9072964615843,1884.0478275672997,132.93769382952348,133.40481417585812,720.8146044020633,873.9023006760942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4675.372206146186,1.7059566522934526
19,3664.0,0.0,0.0,0.0,36.0,268.0,476.0,40.0,0.0,1.0,66.0,171.0,463.0,265.0,107.0,32.0,69.0,105.0,6.0,48.0,298.0,55.0,86.0,33.0,89.0,60.0,38.0,16.0,10.0,73.0,15.0,14.0,0.0,19.0,27.0,25.0,5.0,23.0,22.0,2918.0,1161.0,708.0,295.0,145.0,1876.0,56.0,0.0,18.0,39.0,12.0,18.0,0.0,122.0,19.0,21.0,138.0,200.0,149.0,114.0,396.0,574.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,72.0,165.0,228.0,64.0,45.0,152.0,1132.0,20.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,80.0,90.0,223.0,170.0,398.0,19.0,15.0,0.0,61.0,1876.0,1132.0,744.0,2084.0,1876.0,208.0,106.0,11.0,30.0,0.0,13.0,0.0,48.0,1876.0,1132.0,0.0,123.0,323.0,0.0,0.0,0.0,12.0,0.0,10.0,664.0,744.0,0.0,405.0,137.0,18.0,52.0,0.0,7.0,23.0,2535.0,1640.0,46.0,70.0,132.0,552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3350.566873673366,1.9552078891257998
20,6566.370393628372,83.7247094423417,76.09505934410792,11.786616616350218,233.4629654102205,287.88151706525935,255.5855374581309,170.24199389242176,40.88603128846117,72.36291459317977,238.76510197935312,563.5590092624384,378.4359018789453,144.79827885775597,118.40953312070923,79.42983809962854,95.86187999729603,139.43483023982506,126.74249921757033,129.69576063210167,330.5662537708581,174.0442803830329,148.06891436433176,186.4206206476396,262.6769636597795,135.52559323849357,141.99554044939097,202.4247490735204,30.68730720064506,53.99532963385016,2.0403916584374406,2.0,11.561878713171218,22.820499003332234,106.48077125418698,31.977364985602687,34.40396001319861,11.821395639730815,19.295907540065617,4228.642307058928,572.4162429300324,371.7076324963959,67.80942953049694,184.72964683944616,2945.1595291793246,467.88267987892795,518.5025399688353,104.09079591415563,179.62166275731593,129.99872065929344,52.02842021788812,41.41312969373254,210.16787137049124,124.16043836055117,131.819512527482,254.04662036744486,227.7219462014089,194.44513736570346,65.58892872364473,136.91945325211285,106.75167192033629,2466.9956090566457,0.0,0.0,205.0,56.10990216785764,162.29984943000872,81.93328114572664,89.0397591778941,79.8495436273666,59.40380469688772,40.00743363469612,35.0,56.55236446775157,72.99959500628428,60.49035975641972,7.303237227584076,104.66564686940205,74.07313982460735,402.9775652194153,303.56875599752306,355.0224741179149,102.33724683225554,39.970768509820076,66.2854595895349,9.779405004064266e-05,478.16392012267875,2.0,10.83586697150891,0.0,5.0,0.0,0.00015647048006502826,0.0,0.0,0.00027382334011379945,0.0,14.907934756211247,5.0,5.015903671157639,39.736552113773904,43.04517775447336,29.768365285408237,41.0571233982385,167.85806272811803,7.470952202346484,72.07132374267954,7.296946364418901,27.09928084052378,0.0,0.0,0.0,0.0,2945.1595291793246,478.16392012267875,2466.9956090566457,3408.7238183312647,2945.1595291793246,463.5642891519402,66.37206749231086,11.236298364445718,12.145783652278356,18.0,0.0,0.0,355.81013964290526,2945.1595291793246,478.16392012267875,42.71649749624267,3.267887827110325,1.6632203082987125,100.61488852030553,99.2979309035424,8.000234705720098,43.00011735286005,9.390475475537261,17.001095293360457,153.21157223970124,2466.9956090566457,10.865588278844202,237.07724641463997,141.75518355866214,326.7904513316005,251.53729010364788,272.5872946677647,203.28132582638307,213.29172306421142,2993.48543092779,1184.7835244202324,85.34469005887048,528.9347512041982,499.9017494664444,579.9886748740463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5233.351625819124,2.055453913616848
21,14762.011155265098,111.1443611820372,51.0,56.0,277.7861173742973,417.88978198734907,532.6999494072993,129.2536601349408,34.324479917147514,63.43787234942124,330.22144432469395,404.0921240545321,845.8353609516186,458.7821064020303,435.9772122727618,337.7280822959732,524.8613406556426,352.6138109186396,180.34208623124957,316.1029568993935,529.8025854785913,472.73018001548337,507.2601851297379,504.58177071538864,379.4294809476962,209.75945602113055,369.9138885903557,193.40635557885682,481.05104612126206,259.0682714899527,185.65633848306376,129.41433195759902,74.94148866072995,157.4689271524103,324.31860635733966,158.26199641586769,313.259707270824,61.17905421289937,279.4025287123475,10397.831011388027,1057.695489436279,702.3083567465734,99.19605319990916,64.75199830324135,7706.181520319695,1138.6963556442256,1274.998084347153,638.7820261812204,359.1301080182782,388.595899347547,369.9956538291801,358.17803392730724,429.9160072201187,163.4875462262153,439.07453146373126,290.9056019643542,723.7683019929254,318.03501399814496,359.07194459042296,258.44903501933754,195.0973765495328,5611.536123038436,142.0,53.0,58.0,363.8121163120773,566.6073215500035,176.39546081827584,198.9465865332748,205.1803367790594,62.69001170599533,98.96446201777051,184.41433195759902,149.39422206552325,113.70174542234615,145.16400363555192,202.13430281338475,196.2251251827999,331.0773035541271,1125.2958784054395,697.6885727094726,282.8780564791302,122.73678189884002,32.06537016927457,0.16413302849109052,53.0,2094.6453972812583,4.0,10.16413302849109,7.0,14.0,7.0,0.0,0.0,115.0,117.0,4.0,25.092065243788753,85.0,145.0,147.4625567166567,97.0,136.46195163665382,204.13043006152972,121.94556491085343,114.92974172885022,187.2859226428869,372.1749114031237,95.02576668757453,13.627985824499797,62.34436739634953,9.0,0.0,7706.181520319695,2094.6453972812583,5611.536123038436,9882.81064882048,7706.181520319695,2176.629128500784,213.06423389926866,16.102480762630503,120.0,60.0,0.0,0.0,1767.462413838885,7706.181520319695,2094.6453972812583,12.283502503757338,34.0,206.68788357727954,181.5070396252364,227.0909817183394,50.220989368374845,23.397780863074725,53.902388659599836,105.0,1200.5548309655962,5611.536123038436,27.16413302849109,48.127326925823574,188.5248958672524,409.5395416764518,251.44191018755063,842.3544011307407,869.7608116359036,409.1963938852464,5311.569824081857,2551.463368145884,327.3068919324325,1391.1406078741168,441.19904992495026,469.3387925759106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8931.730705159594,1.9104034843031565
22,18730.0,200.0,28.0,118.0,310.0,577.0,740.0,373.0,37.0,126.0,595.0,590.0,742.0,511.0,416.0,464.0,492.0,660.0,241.0,356.0,578.0,558.0,447.0,816.0,610.0,407.0,602.0,202.0,150.0,426.0,220.0,281.0,130.0,165.0,184.0,425.0,459.0,241.0,143.0,12833.0,1480.0,1603.0,110.0,18.0,6875.0,746.0,311.0,415.0,321.0,241.0,257.0,158.0,123.0,365.0,770.0,409.0,602.0,890.0,352.0,477.0,438.0,2784.0,0.0,0.0,0.0,31.0,92.0,246.0,47.0,122.0,11.0,0.0,0.0,0.0,125.0,62.0,0.0,170.0,328.0,355.0,697.0,428.0,21.0,0.0,0.0,0.0,4091.0,71.0,12.0,8.0,10.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,64.0,20.0,98.0,309.0,335.0,408.0,1095.0,727.0,667.0,144.0,32.0,54.0,10.0,0.0,9.0,6875.0,4091.0,2784.0,7931.0,6875.0,1056.0,243.0,0.0,43.0,41.0,0.0,0.0,729.0,6875.0,4091.0,0.0,95.0,53.0,130.0,208.0,37.0,165.0,1021.0,568.0,1814.0,2784.0,4.0,0.0,32.0,178.0,216.0,163.0,667.0,316.0,7715.0,4310.0,785.0,1448.0,33.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7805.27367026561,2.6840625454545455
