OBJECTID,pop_total,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,tenure_total,tenure_owner,tenure_renter,pop_in_nsa
1,4550.635449226225,1587.7935355843183,72.7174131017656,95.7202085835882,119.62758892739926,44.92604730654229,148.6608938832085,60.8581662661082,65.43313351713289,58.83198121599488,128.40177923242555,194.6507384362035,137.25424046713104,229.31264885798737,64.31235117382909,60.520883305669294,29.849040812651385,76.71642049668108,597.2331499524953,0.0,0.0,25.94315575305453,0.0,0.0,21.870367317874194,0.00015913444229703983,2.006900240228876,9.94107605357918,22.864474923232113,0.0,0.0,0.0,0.010327420101751023,8.03699134030132,83.76854781404194,146.41025927386207,125.26698097939938,99.87349678228425,33.65278155911289,2.6760172806117817,0.0,0.0,0.0,1587.7935355843183,990.5603856318228,597.2331499524953,4002.2704462254146
2,483.04771267795144,158.82940977698692,10.98418862643276,5.4451194541813175,11.860128544861096,15.008027096605717,14.850325784130867,0.0,4.215093253387139,8.405118569785692,2.6260449156821295,18.43619429508966,16.368911833283285,7.520693117606612,15.88061166796012,5.067545742297944,13.274698834721589,8.886708040960988,60.6883702375745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.341454735544822,0.0,17.69959844629545,0.060396247330794024,0.060396247330794024,4.027193817246891,0.0,27.041053181840272,0.0,0.0,0.0,0.0,158.82940977698692,98.1410395394124,60.6883702375745,447.9544353654871
3,5.960310058669096,4.245606582111753,3.3860631018834315,0.12766942332825748,0.10031248662252457,0.11182116921754615,0.028850891184938356,0.11979880607697763,0.00722849960237013,0.0036776576924339257,0.028763667751132836,0.13735505388319763,0.046906363384728145,0.1087695517011797,0.006848052254876965,0.03154185752815773,0.0,0.0,4.020399143236491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07991866051624136,0.0,0.0,0.0,0.06473232022878585,0.0022826840849589883,3.5085528743036285,0.20545201171638366,0.11998501038251363,0.012554762467274437,0.022101819801791895,0.0,0.0,0.0,0.0,4.245606582111753,0.22520743887526098,4.020399143236491,21.824286413808377
4,701.1387314044248,246.59933660924216,16.98665264054162,0.0,9.957692927214053,5.271719784995676,0.0,28.701585496087567,5.271719784995676,13.472172783877838,6.44321307055027,19.915385854428106,43.345251565519995,52.13145120717946,5.857466427772973,27.53009221053297,6.44321307055027,5.271719784995676,63.8463840627254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.200452998882161,5.271719784995676,0.0,0.0,18.158145926096214,0.0,5.271719784995676,0.0,16.98665264054162,4.685973142218378,0.0,0.0,0.0,246.59933660924216,182.75295254651675,63.8463840627254,701.102716867101
5,523.3030481407279,160.5827719026914,23.27165863092084,10.837811768844078,2.772778932289865,6.62085033380157,7.22332870616606,0.4634665457144845,5.485145471048034,0.20847989377622056,4.607562613246072,4.590076803484556,5.229992295996015,54.19928971382434,10.672821580542776,19.251890175567,5.13269020970475,0.0149282277647604,18.74658127873883,0.07435648812693964,0.011964701198703619,0.029247047374608846,0.0,0.0,0.027883683047602366,0.051120085587271,0.0,0.0,0.0,0.0,0.04920433620814741,0.027917636130308444,0.0009105103762700466,0.001896896617229264,0.3905528996353384,3.061040640741363,6.1780103682168885,3.1008616401310567,4.42223022043983,0.0,1.1885559531331553,0.0,0.0,160.5827719026914,141.83619062395258,18.74658127873883,362.3477041672857
6,1643.673721682244,697.5381038938012,46.90588816002496,46.36922838097178,60.68575581572185,62.319344424762,34.67909051852756,13.972651477655312,30.797131067510396,32.361704923172624,49.3789248942185,43.468183693948546,95.00829090062537,71.6485360067592,37.0683874895596,15.040065546231384,25.370048361636695,32.46487223247547,436.9292379705979,0.0,0.0,1.3212708804851967,4.532624428193305,8.409412314323657,2.1470651807884447,3.138018341152342,1.745376916282652,0.06252554378410402,1.4864297405458462,2.9728594810916924,27.755014189117226,1.6541383765255961,13.230229723891043,8.69100824567994,56.11595218960295,18.687907441310415,96.66469781686378,102.67789474899129,57.343978463231004,21.11496899316469,1.7829940832710642,4.541190903329529e-05,0.0,697.5381038938012,260.60886592320327,436.9292379705979,1641.2057479103985
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
8,3077.3821035497854,1124.5419538767285,71.78996974643451,56.53730637694825,31.750366046426937,48.84966765305447,32.87090433546441,28.886473466005768,34.05716215611866,87.4769998340434,54.20739088379293,113.05197346595463,83.84509476245013,118.71379561717963,171.1639217272891,84.00133825279983,72.77237947798356,34.56721007478226,384.3051520188123,0.0,0.0,0.0,2.6677215353708292,8.999278197273707,0.0,4.501780090938274,0.0,0.0,5.2175876388659965,10.714282976001494,4.286192543396928,9.516117227366193,20.002231869185664,5.000557967296416,28.79974824954933,39.63827874224439,62.30157108005611,39.15461971847584,97.15380017334077,17.19465210908648,8.845294981456743,0.0,0.0,1124.5419538767285,740.2368018579161,384.3051520188123,2889.888637809905
9,900.946498048299,428.73681064064255,36.61218693116987,0.05160911742774594,0.02999904510586685,35.063178926883865,35.86955303268619,8.608458214138611,34.27742363522324,16.37119784404218,0.0193444823844371,52.98248662705356,59.21986725580462,31.97955959814019,95.82755875370349,8.571130100737008,13.247608628360679,0.00564844778095478,212.8475864356946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009866448920010252,0.06071660873852463,0.009107491310778695,0.03441360021199908,12.462885033962674,0.0010138239606841911,35.051864158020024,0.009866448920010252,14.02074566320801,10.90922453255446,25.73502953072509,11.693821168260019,44.428244506241604,0.0010138239606841911,48.293679506605365,0.0,0.0,428.73681064064255,215.8892242049479,212.8475864356946,927.5497713080777
10,2742.1656467323637,930.888322505165,80.03530517327891,65.74285971351787,74.31831982475266,75.27097160062776,45.73416327896896,87.65802395086564,64.79022584919737,5.717182375626797,24.772868803208723,145.77825444456977,78.13052105661197,90.51712561798499,68.60142403399938,0.0008418430659504264,23.820073734896873,0.00016120399135220932,524.0392399309701,0.0,0.0,0.0,0.0,12.386335888054091,21.914286571172624,0.0,12.386335888054091,36.206212595850424,0.0,0.0,13.339381718130271,0.00016120399135220932,0.0,41.92298300572154,64.79061990339845,32.39503232260301,97.18525817180038,83.84596601144308,69.55455942184854,0.0001432924367575194,0.0,0.0,0.0,930.888322505165,406.8490825741949,524.0392399309701,2911.763167790562
