OBJECTID,pop_total,hhinc_total_hh,hhinc_lt10k,hhinc_10_15k,hhinc_15_20k,hhinc_20_25k,hhinc_25_30k,hhinc_30_35k,hhinc_35_40k,hhinc_40_45k,hhinc_45_50k,hhinc_50_60k,hhinc_60_75k,hhinc_75_100k,hhinc_100_125k,hhinc_125_150k,hhinc_150_200k,hhinc_200k_plus,rent_total_units,rent_lt100,rent_100_149,rent_150_199,rent_200_249,rent_250_299,rent_300_349,rent_350_399,rent_400_449,rent_450_499,rent_500_549,rent_550_599,rent_600_649,rent_650_699,rent_700_749,rent_750_799,rent_800_899,rent_900_999,rent_1000_1249,rent_1250_1499,rent_1500_1999,rent_2000_2499,rent_2500_2999,rent_3000_3499,rent_3500_plus,tenure_total,tenure_owner,tenure_renter,pop_in_nsa
11,721.1760116890039,248.2322894386345,27.831590783004486,0.0032253182499145804,3.666744681323603,2.512147179969031,9.725762602701804,12.504048032944045,12.51519004144375,0.004984582749867988,5.74138873496715,7.345466239674588,22.287041563269685,14.325758387717086,22.658427912026966,12.56362464656782,25.088828617233606,69.4580601147911,107.99769152686827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014367326749619495,0.004104950499891284,0.04567148486029368,27.070797938573502,35.52733219743691,18.606346989460302,25.018944863637802,1.629258933137522,0.0,0.0,248.2322894386345,140.23459791176623,107.99769152686827,709.4455595813336
12,244.5332051606494,92.16314138206396,7.783506473534281,0.19943861476926567,8.006429284706684,14.915993360008498,0.34002301167159016,34.90123094921887,0.0063745195160325235,0.2518660550155403,0.7367460227692209,14.283410024630307,0.3781564357485273,10.356319304792255,0.003290781977959966,0.00019924501157417995,0.0,0.0001572986933480368,65.915104654383,0.0,0.0,0.0,0.0,0.0,0.0,0.007166879348022392,0.005733503478417914,6.121693165780226,0.0,0.0,13.474508704890821,0.0,0.0,0.007246537517296348,0.42176890081860335,0.006708755377175742,32.20166659676365,13.006722870816695,0.2604128334353829,0.0002202181706872515,0.0,0.0,0.0,92.16314138206396,26.248036727680947,65.915104654383,430.588111283643
13,1257.5571611101745,369.9174015404571,39.58982808263325,0.008458543800379494,19.37153985483665,16.375925298391827,18.373554584088506,38.819160182782106,27.920186975242057,12.312931390813686,7.858954694729008e-07,52.64540547061761,28.67230293494678,46.86016616402042,38.835448825050555,1.7183651884896274,28.414127258848133,0.0,220.98828745947327,0.0,0.0,4.059653129475276,4.715372816837405e-07,12.946483932137086,3.1994010698074176,0.0,4.234621243708167,0.0,7.629341012617688,0.0,0.0,2.9532941125381353,0.0,6.897933212549551,4.054065692637169,11.920249275264474,36.45749303769721,96.75129538073107,20.193452995782295,1.3365062577141544,0.0,0.0,0.0,369.9174015404571,148.9291140809838,220.98828745947327,1406.9578299618947
14,1014.5810928896097,393.37916470430736,23.111969083967903,10.230203993038565,8.289090931991355,7.953030825711559,15.917089084540851,11.72034091318227,11.806644719906807,41.58182660020913,12.825762650334234,46.63181517322769,52.95445305857068,41.48868045129967,43.7729652920675,26.493615775822416,23.952458302511396,14.649217847925337,70.19722437245332,0.0,0.0,3.4014092366862343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022036647936872086,10.2053175596101,0.0,0.017724482655868085,0.004950436921322744,7.3230612113133216,23.25915102898731,1.7140878975060232,19.859738990482544,0.0,0.0,0.0,0.0,393.37916470430736,323.1819403318541,70.19722437245332,977.7973450196064
15,336.7259198761917,89.94143558320283,0.22026381008087564,0.33214467515971613,3.6293822809853555,3.855276077226183,0.15481362980640945,0.0992901045170797,5.706585777212812,0.3509104873672646,12.138745353592148,17.436141957443123,14.955510940358018,8.230741068892627,4.2836385898131235,0.15119739208108754,17.085761299628487,1.3110321390385165,17.895862571636417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06339390061707509,0.0,0.0,0.014407704685698885,0.0,0.0868051035612755,0.032127600845036186,17.429230871705247,0.1514671114416859,0.0,0.014407704685698885,0.0,0.0,89.94143558320283,72.0455730115664,17.895862571636417,254.15450179000362
16,943.927555212825,458.9979852431382,56.66513735704532,38.50226242909369,39.28666509689749,29.304555682435947,53.62339922602606,10.404267578434121,44.86949854032182,23.941525421457694,27.6376916220704,26.852828712907392,50.6119543907441,20.047817874773564,21.3454472934037,4.0009373200385845,10.533446433742924,1.3705502637454094,169.0832505904521,0.0,0.0,0.0017732435741329925,0.0,0.0,0.005674379437225576,0.0044331089353324814,2.865484203912141,0.0,0.0,0.0,0.0,0.001986745309044211,9.406118149459035e-05,6.401233446563349,66.18506271021074,29.701818939463084,2.762659947157013,13.972029317993089,22.282365251668555,7.959023049542261e-05,0.0,0.0,0.0,458.9979852431382,289.91473465268615,169.0832505904521,1263.8321039226466
17,98.39922311675627,59.550406290264824,4.75895120284672,4.10563316471385,0.5488720905575639,5.7860002306074785,1.0384043955982893,4.089591387398323,1.4573992019304725,6.236481453744515,3.429463476638644,6.554821015240086,7.23992403909091,10.450193614126539,0.7993947543196056,2.150680769084888,0.8258794523548079,0.07871604201213273,54.1735383427175,0.0,0.7742619865826323,0.0,0.0,0.0,2.4260208912922483,0.9807318496713343,1.3936715758487384,0.0,1.3936715758487384,1.4452890416209137,0.0,0.0,0.0,0.0,0.5440280264337404,1.4587678726072557,20.448396420171985,18.600452918447516,4.7082461841924,0.0,0.0,0.0,0.0,59.550406290264824,5.376867947547323,54.1735383427175,84.48933494640171
18,938.5915527039426,291.5821248996056,66.58043236169935,66.77371748627827,6.831304110906135,29.819496771015128,39.423595503952846,0.605473776311203,5.133553775334377,27.87596179145613,10.06183535058588,4.166964600854549,3.754240789660036,19.34130999402169,11.214238587530009,0.0,0.0,0.0,236.73929121388775,4.472170530151587,12.501250943600855,15.550109178178179,79.73397618724448,0.0,14.889696869067235,8.944341060303174,0.0,23.782519919566628,0.1446814370798158,0.0,6.149234478958432,0.0,4.472170530151587,0.14369948236521762,26.578328775176995,0.42109137697100824,11.678304109143388,26.729993752698427,0.5477225832307312,0.0,0.0,0.0,0.0,291.5821248996056,54.842833685717856,236.73929121388775,1005.4465170005637
19,486.5795160555675,291.1434459704388,0.0,7.238372966115881,36.191864830579405,45.038765122498816,9.651163954821175,18.498064246740583,31.366282853168816,5.629845640312352,0.0,8.042636629017645,69.97093867245351,21.715118898347644,37.800392156382934,0.0,0.0,0.0,171.30816019807585,0.0,0.0,0.0,0.0,0.0,0.0,8.042636629017645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.996128493481166,33.77907384187411,85.25194826758704,0.0,7.238372966115881,0.0,0.0,0.0,0.0,291.1434459704388,119.83528577236292,171.30816019807585,667.490810663448
20,32.61446753788419,10.947306657866369,2.19982052847084,0.8406659623636387,1.000110007339341,0.07426439274998747,0.6346308540681038,0.7012052260504293,0.3912606711871309,0.2583902192548881,0.2847109147626342,1.1360167135290602,0.824262006689132,0.8481940610800315,0.9385667373208674,0.6336124975777185,0.17786944696308896,0.00372641845947502,6.669697490826773,0.000983787991469508,0.05502243177275831,0.061302681992337085,0.2819923371647506,0.12516834377562644,0.25976032789089276,0.08582375478927193,0.10236071715281105,0.2701428086888386,0.35469293225153076,0.0008859504108417347,0.0006667461854788313,0.05360544591243999,0.049151455370699614,0.12245437809685851,0.20920444277890266,0.42995364495958077,1.0894545456086806,1.3459886570499051,1.7210827974081888,0.04904214559386967,0.0,0.0,0.0,10.947306657866369,4.277609167039595,6.669697490826773,38.568994725687766
21,2145.9780247026765,1273.2557158109987,98.71721081691035,225.21211712759768,104.66188352735196,14.023146786956111,10.10698106189153,68.74682904766354,16.272804286937156,25.32247385073138,26.104872119234145,119.72593110832929,50.04356303883714,88.61857415945718,102.06097554450722,35.78561963654649,81.64849304911387,206.20424064893368,828.0621602431235,0.0,43.810924921295836,40.82381640393476,103.55309526851742,14.935542586805397,38.907387061038,70.80320072859794,37.83670788657368,54.76365615161979,0.06664563141685817,0.04998422356264363,27.879679495370077,12.944136908564678,24.892570978008997,0.0,34.34211433030437,0.17494478246925269,14.829213891144432,84.06834670473182,118.2641423993068,16.213760737452432,17.211684735742352,0.0,58.74646750810123,1273.2557158109987,445.1935555678753,828.0621602431235,2688.7144485948966
22,2367.7953607252753,1102.420302144243,71.71628494767975,106.8427537684677,22.51756028590643,52.88766193985489,114.27658070474668,129.7185424124329,128.62566518334532,67.17880432182042,65.60339939705626,120.72424386305524,37.102716204977945,121.49522270091728,60.045051336096485,2.327932613842697,0.0,1.3578824640427742,1042.0489070969688,0.0,0.0,0.010774014876480855,0.006917924929243035,0.006646329428975935,0.0,0.03689559962262952,0.025365724740557795,0.0,0.04957846199290841,0.020753774787729103,212.44020565016473,30.96744862163151,0.0,203.4629480573815,197.48004071151553,156.4053978132593,122.71383886432365,75.89611784811913,20.989117485701307,0.0,0.023059749764143447,0.0,0.0,1102.420302144243,60.37139504727405,1042.0489070969688,2404.0046890510544
23,2022.9443150571515,765.6635478101515,103.11378377880065,96.58986751253933,50.244276655376645,84.26760365697038,62.48699013968544,32.81983540385065,43.727804455862234,35.441895349042824,31.01722233251597,67.28952512692547,39.05846536909311,57.53412345198485,6.638018578778254,21.73163187715059,11.04036721600799,22.662136905567206,461.198324077054,0.0,0.0,0.026532755150904745,10.994234602081697,4.79416312202368,0.039799132726357114,0.07738720252347217,0.07692842589112124,13.02896578573065,7.995806983332144,18.70606521150648,0.025464819326267547,0.0,33.005737189981474,20.646265730892722,21.03772910591915,67.09380894930862,60.883718841904475,84.04057529335356,88.74047712468618,16.986652895993814,0.0,0.0,0.0,765.6635478101515,304.46522373309756,461.198324077054,1601.7036932885835
24,4348.475957669078,136.67906354980605,71.73829906239392,31.200659384693132,17.200837895503795,0.0,5.954136194597468,0.0,10.58513101261772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.67906354980605,11.06658429194251,4.6820164312064465,17.117969904156173,25.96390930032666,0.0,19.579341439590593,0.0,3.307853441443038,3.969424129731645,0.0,5.954136194597468,3.969424129731645,0.0,15.87769651892658,0.0,10.58513101261772,7.277277571174683,2.64628275315443,0.0,4.6820164312064465,0.0,0.0,0.0,0.0,136.67906354980605,0.0,136.67906354980605,2586.7057906230134
25,771.4042400100655,349.9362707075922,74.56385206492972,13.853706942541791,28.711901259682755,45.94902343266321,13.804884564556913,4.289470744430876,11.778334832373558,21.505415253391313,24.648040521444738,33.93801606971021,1.9754260463792062,13.837473262144623,30.494055925265293,7.487835139957655,22.846462049267558,0.2523725988527745,163.39542666425052,0.13348695646069664,0.561357096883562,0.4444077016994865,11.549740126612564,0.8186457662885278,1.3098332260616445,2.3362098711157535,0.18866744730962276,1.012300009921364,0.3268950802846569,3.988934316583236,0.07664026852967162,2.2560518366387665,0.09676562874552182,22.1734351818886,0.23238985997583486,0.3149179593300817,17.118566155627704,38.65061260760392,0.32634411859251256,9.161214736629223,0.0,6.298317341973531,0.0,349.9362707075922,186.54084404334168,163.39542666425052,873.7986026952881
26,438.30035761316594,200.1047719041338,55.01859293562676,34.01002915761858,39.99346481945154,17.99389762719707,0.001019081760035879,5.010235826390104,0.012800715331113764,11.010713476848032,0.005337521291843323,29.98982937866178,0.0021978028848766624,0.00941915522089998,0.006907380495326653,0.019780225963889963,0.012872845468563309,7.007673953923376,170.07161441145587,0.0,0.0,11.996384676691395,66.98576285204345,6.997626855021083,33.99161301422365,26.012221574833557,0.0005661565333532661,0.0047610217690805786,10.000691426816317,0.009496321458845863,0.0006793878400239194,0.0,0.0027175513600956776,0.01193092994647331,0.0018117009067304516,0.003443347258253848,5.028585146536496,0.0,9.006995912500829,0.010047098902293314,0.006279436813933321,0.0,0.0,200.1047719041338,30.033157492677923,170.07161441145587,671.2370402821243
27,297.3901005912006,106.61535963872903,14.479380294814792,0.009818343655796,0.007013102611282857,0.010870309047488428,0.0038572064362055714,0.0,8.96598066988422,20.007858090359623,3.803063910894417,13.1019946901912,3.115773729104878,22.40338005540193,17.922493651243204,0.008065068002975285,0.014727515483694,2.761083001597338,82.08032866697623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017532756528207143,19.986818782525773,0.0,0.010870309047488428,0.014376860353129857,31.052190096748973,22.05289718946116,8.95756494675068,0.0038572064362055714,0.0,0.0,0.0,106.61535963872903,24.535030971752814,82.08032866697623,309.0619369095593
