OBJECTID,GEOID,weight,pop_in_nsa,bg_total_pop
1,245102501011,0.994107605357918,1047.7894160472406,1054
1,245102501012,0.9978136828097895,2813.8345855236134,2820
1,245102501021,0.0008343652720832003,0.927814182556525,1112
1,245102501022,0.00047032421965095974,0.8221267359498763,1748
1,245102501034,0.16724168668573966,138.8006125004082,830
1,245102804032,8.840802349835546e-06,0.0077357020561061186,875
1,245102804033,4.774522285697186e-05,0.08815553359009592,1859
2,245102602023,0.0033553470739330015,3.98950767090634,1189
2,245102701012,0.4916555123970959,443.96492769458075,903
3,245102505002,0.13766008171282854,19.833343362740187,145
3,245102505003,0.00012681578249772158,0.24098764081303614,1910
3,245102505004,0.0015019932156265586,1.7498220962049342,1165
3,245102506001,5.797069082768637e-06,0.0001333140502181541,23
4,245102605013,0.5857466427772973,701.102716867101,1260
5,245101509001,7.587586468917055e-05,0.06358397460952452,838
5,245101510002,0.0013294112443004021,0.8415173176421531,633
5,245102802001,0.14740767401466098,128.39208406677034,871
5,245102802002,0.44469977842439573,227.67361526058437,512
5,245102803021,0.004647280507933727,5.376903547679329,1157
6,245100904002,0.007815692973013003,3.1184614962321895,399
6,245100908003,0.0002474089404044771,0.2397392632519384,969
6,245101202012,1.513730301109843e-05,0.014758870434533592,975
6,245101203001,0.5185768190517418,457.3847544036363,882
6,245101203002,0.5863888046643788,527.1635353932716,899
6,245101203003,0.5943313610903548,452.2861657897645,761
6,245101203004,0.1651588600606496,200.99833269380744,1217
7,245102505001,1.0,24.0,24
8,245100102001,0.30715018852881626,296.399931930322,965
8,245100102002,0.5544331670312784,334.87763288689433,604
8,245102608001,0.16673259596067683,275.1087833351246,1650
8,245102608002,0.714365423899488,915.1021080152418,1281
8,245102609001,0.1475291507749788,158.00372048000028,1071
8,245102610004,0.6708062701838037,673.4894952645355,1004
8,245102611001,0.24807012135893738,236.90696589778636,955
9,245101307004,0.0007589576092315579,0.4720716329420289,622
9,245101307005,0.7789303146226672,926.9270744009768,1190
9,245101308033,0.0001448319943834559,0.1506252741587948,1040
10,245102605011,0.9527950683118532,2911.741728761001,3056
10,245102605013,1.7911554594689924e-05,0.021439029560814817,1260
11,245101307005,0.00029321074999223457,0.34892079249076025,1190
11,245102714001,0.004567148486029368,3.626315897907347,794
11,245102714003,0.4033563881594853,705.4703228909354,1749
12,245101511002,1.0486579556535786e-05,0.019893041418748474,1897
12,245101513002,0.0003583439674011196,0.27090803935524504,756
12,245101513003,0.6121693165780225,413.2142886901697,675
12,245102718021,0.00021883032820405073,0.1840363060196059,841
12,245102801013,0.019811237053551842,16.89898520667971,853
13,245102004001,3.143581877891603e-08,1.3988939356617616e-05,445
13,245102005001,7.710542140300033e-05,0.030765063139797315,399
13,245102005002,0.7686105609716689,425.04164021733214,553
13,245102005003,0.9957350997386162,641.2534042316711,644
13,245102005004,0.2461077746005706,161.93891568717424,658
13,245102006001,0.19092946538773636,177.94626174137002,932
13,245102502061,0.0008643854540139993,0.7468290322680979,864
14,245102701011,0.00021796991027921554,0.1488734487207047,683
14,245102701012,0.00029120217184251435,0.2629555611737923,903
14,245102701024,0.4874908069976646,521.6151634874992,1070
14,245102702001,0.0010426166268157698,0.5484163457050966,526
14,245102703022,0.5669015394477057,455.2219361765076,803
15,245102702002,0.002881540937139777,1.7635030535295524,612
15,245102702003,7.177508941644079e-05,0.03674884578121753,512
15,245102703013,0.4218528779105816,245.09652206604778,581
15,245102703014,0.00016867232410732792,0.17120240896893796,1015
15,245102709021,0.0043690045719334955,7.0865254156761095,1622
16,245101506003,0.12458626973531048,107.26877824210061,861
16,245101506004,0.00017732435741329926,0.14256878336029255,804
16,245101507022,0.00011316138843392979,0.14133857415397827,1249
16,245101508001,0.9575584130701764,857.0147796978121,895
16,245101509004,0.40007709041020934,299.25766362683817,748
16,245102803022,7.235475499583873e-06,0.006974998381598851,964
17,245102708031,0.0012110160309558881,2.850731736870159,2354
17,245102708032,0.05161746577217549,81.63860320953155,1587
18,245102606041,0.5590213162689484,195.09843937785993,349
18,245102606042,0.005003535062322297,2.411703900039308,482
18,245102606043,0.9147123045987164,787.5672942594989,861
18,245102606052,0.010334388362843984,20.369079463165587,1971
19,245102501034,0.8042636629017645,667.490810663448,830
20,245100701001,0.00042716329849204585,0.36992341649411464,866
20,245100802002,3.643659227664844e-05,0.02995087885140502,822
20,245100803023,7.362753700306989e-05,0.07333302685505802,996
20,245102603026,9.133509390120976e-06,0.008402828638911298,920
20,245102603031,0.012260536398467418,16.0,1305
20,245102604042,0.02778057992822389,17.557326514637534,632
20,245102604043,0.0007605500530950541,1.2176406350051694,1601
20,245102610001,0.005430192500337008,3.312417425205572,610
21,245102201002,0.9957028391203598,2540.037942596032,2551
21,245102201003,0.0001679628723176894,0.056342321306970776,339
21,245102201004,0.14256057118427445,136.71558776572155,959
21,245102301002,0.008330703927107271,11.904575911836215,1429
22,245102602022,0.9973506503109227,1608.7265989515213,1613
22,245102602023,0.10445249723405955,124.19401921129685,1189
22,245102602024,0.00011017399849250915,0.07370640499148878,669
22,245102602025,0.503030590199985,669.0306849659933,1330
22,245102602031,0.0011529874882071725,1.979679517251711,1717
23,245101303002,0.0034059242426578828,1.7710806061821533,520
23,245101303003,0.002211062929242062,1.470356847945972,665
23,245101304001,0.943702938666323,452.97741055983647,480
23,245101304002,0.9998469926708662,689.8944249428989,690
23,245101304003,0.999475872916518,453.762046304094,454
23,245101504001,0.0025464819326267546,1.8283740276260214,718
24,245101002003,0.4256378573824042,409.46361880188323,962
24,245101003001,0.9918863348937402,2068.083008253511,2085
24,245102805002,0.6615706882886075,109.15916356761969,165
25,245102717001,0.02338987903681508,9.285781977615605,397
25,245102717002,0.9999931876355578,692.9952790314446,693
25,245102717004,0.0021051552835010976,2.4672419922632876,1172
25,245102717005,0.00502981631891637,5.019756686278587,998
25,245102717006,0.005339478258427866,2.0823965207869093,390
25,245102718011,0.0033321855882465926,2.035965394418657,611
25,245102718022,4.961622133765083e-07,0.0006737882857653008,1358
25,245102719002,0.010751736527280202,6.730587066077431,626
25,245102719003,0.2099439113991177,153.04911140995674,729
25,245102719004,0.00019355187688776507,0.13180882816056783,681
26,245100302001,0.00031397184069666606,0.44584001378926885,1420
26,245102805002,0.00011323130667065323,0.018683165600657685,165
26,245102805004,0.9996609792887261,670.7725171027344,671
27,245102803012,0.34452172872118,308.72390536369545,910
27,245102803022,0.00035065513056414284,0.3380315458638336,964
28,245101506004,0.14147584720707,113.74658115448423,804
28,245101607003,0.7052220518727775,750.3562631926316,1064
28,245101607004,0.26970390352105567,220.88749698374437,819
28,245101607005,0.995646381593521,1192.7843651490366,1198
29,245102601011,0.001997506002542199,1.7361273971136464,878
29,245102704011,0.000766315847733213,1.4506358997589746,1893
29,245102704021,0.0005390558703104436,0.3978232322891077,738
29,245102705013,0.000635662536116368,0.723383966100424,1138
29,245102705021,0.8398642712303894,821.3872572633205,978
29,245102705022,0.8184242069289009,1131.0622539757446,1382
30,245101605002,0.1391651833479347,82.3857885419762,592
30,245101605003,0.936722192298237,534.8683718022891,571
30,245101605004,0.300587616751584,229.64893919820557,764
30,245101606003,0.6931598709146033,402.72588500138755,581
30,245102002002,6.065751329782455e-05,0.029358236436147104,484
31,245102713001,0.009848270040142678,13.044999829882507,1331
31,245102713003,6.050040547129902e-06,0.004761381910591232,787
31,245102715011,0.26138162524615766,184.4069438462438,720
31,245102715031,0.0007611834044421442,0.6721249461224124,883
32,245102006002,0.0002547806458623575,0.15337794880913677,602
32,245102008001,0.04294741979943176,37.32130780570613,869
32,245102501031,0.39773076283315945,532.5614914336006,1339
32,245102501033,0.001260121708127169,0.9954961494204645,790
32,245102501034,0.00011085241765862055,0.09200088669925835,830
33,245102606054,0.9711950201452069,609.5500372007806,632
34,245102006001,3.697197629584097e-05,0.03445788190772373,932
34,245102006002,0.0010884532572202935,0.6552488608466063,602
34,245102006003,0.0008331779178474915,0.6590437330173691,791
34,245102007012,0.6756952411383724,552.7187072511737,818
34,245102007021,0.9899089962588791,1027.5255381167237,1038
34,245102008002,0.0011420314081960893,1.2767911143632307,1118
35,245102709022,0.9897429434376535,767.0507811641831,775
35,245102709031,0.0049254921379930094,11.412365283729766,2317
35,245102709033,0.017258273606414295,13.979201621195573,810
36,245102705011,0.424335364761932,335.98352728245396,815
36,245102705012,0.00018739787461289945,0.1596337844160612,861
36,245102705013,2.8553510700969082e-05,0.03249389517770269,1138
37,245100401002,0.0165494634985783,17.674827016481522,1068
37,245100401004,0.00022298834334033408,0.2446182126443465,1097
37,245100402001,0.559185050740134,619.0178511693456,1107
37,245101701001,4.636982639305307e-05,0.042613870455215655,919
37,245101701002,0.007628907264702154,4.584973266086005,601
37,245102101002,2.441967016421871e-06,0.0035652718439759187,1460
37,245102201001,0.00010141520878526556,0.11754022698212047,1159
37,245102806002,1.624913287990626e-05,0.014185493004158074,873
38,245101402002,0.9244628268705561,639.728276194426,692
38,245101402003,0.9999087665109504,928.9152440886728,929
38,245101403002,0.00033029407206870904,0.12253910073749003,371
38,245101403004,0.3253661595581098,172.44406456580055,530
38,245101501002,0.00030006206299748047,0.1794371136724925,598
38,245101501003,9.366398821391336e-05,0.10612129864636387,1133
38,245101601001,0.003915473720094249,2.991421922151968,764
38,245101601003,0.00016822214928768631,0.08579329613672067,510
38,245101701001,0.0019694616137805104,1.8099352230642838,919
38,245101702001,0.9296585232302151,1743.1097310566697,1875
38,245101702002,0.6659708818646424,388.926995008957,584
38,245101703001,0.974057066506337,812.3635934662834,834
38,245101703002,0.11780205614650731,101.54537239828929,862
39,245102803011,0.00038683853749149784,0.3666364016125834,948
39,245102803013,0.9400639258799558,1705.2759615462405,1814
39,245102803022,0.0014157480007748395,1.364781072746945,964
40,245102803011,0.0001726932107906397,0.16367453407765786,948
40,245102804011,0.2554076208064993,138.40605556570148,542
40,245102804012,0.0011000717162265015,0.6479422408574079,589
40,245102804013,0.47860814691084547,370.4427057089945,774
40,245102804014,1.0,847.5028033836464,854
40,245102804015,1.0,628.8479140175763,634
40,245102804034,0.0012459854870878364,1.4864088201820957,1193
41,245102709032,0.0002420668055426547,0.2519915445699032,1041
41,245102710011,0.9942763003010354,707.9247258143291,712
41,245102710012,0.6853841877569893,341.32132550298456,498
41,245102710013,0.0058402122748064805,4.806494702165723,823
42,245102708022,0.9946834750097946,1088.183721660713,1094
42,245102708023,0.850075898303585,529.5972846431305,623
42,245102708033,0.0002230021341836944,0.3915917476265674,1756
42,245102708052,6.640962997670113e-05,0.05857329363945104,882
42,245102709011,0.0021434324890283966,1.7811923983826001,831
42,245102709013,5.379787739635972e-06,0.010210837129829098,1898
43,245102711022,0.00023362991937036847,0.6969180494818049,2983
43,245102712004,0.15315078342240832,139.21406213096878,909
43,245102712005,0.0005368164139487204,0.5598995197485164,1043
43,245102713001,1.1362826953671738e-06,0.0015051179047024254,1331
43,245102713002,0.993833771395208,538.6579040962067,542
43,245102713003,0.00034595324614249736,0.2722652047141454,787
43,245102714002,0.002149242808986375,2.5726436423566916,1197
44,245101608021,0.9926225596969473,852.6627787796814,859
44,245101608022,0.8578595789230904,642.536824613393,749
44,245101608023,0.4856927389468151,490.06397359733506,1009
44,245102007011,0.0072361992474333685,5.043630875461142,697
44,245102007015,0.011431776809942578,7.956516659720098,696
45,245102708042,0.9824037875331627,580.6006384321046,591
45,245102708043,0.1936665234404648,117.1682466814803,605
45,245102708051,0.00031906330853855085,0.303429206420156,951
45,245102708055,4.777582569040561e-05,0.047871377341786356,1002
46,245102708051,0.00029668193678277253,0.2821445218804112,951
46,245102708053,0.0036176852735031687,3.0460910002896475,842
46,245102708054,0.006241093812612941,5.542091305600311,888
46,245102708055,0.7034738793852641,704.8808271440336,1002
47,245102711011,0.7384185781465158,1163.009260580777,1575
47,245102711013,0.0013676077619728375,1.0544255844810602,771
47,245102712003,0.0001549721403801689,0.15512711252054848,1001
48,245100603001,0.6198911508720376,543.6445393147702,877
48,245100603002,0.006245945979130684,6.920508144876752,1108
48,245100604001,0.12082780345742082,59.930590514879995,496
48,245100604002,0.4641264927230662,653.025975261355,1407
48,245100703001,0.1946147634729492,171.65022138314333,882
49,245101508004,0.22686911212518526,170.8324414302678,753
49,245101508005,0.0005720154055993279,0.6000441604736968,1049
49,245101509001,0.683772602493221,573.0014408893155,838
49,245101509002,0.4184778098576014,394.62457469571814,943
49,245101510002,4.329780347162666e-08,2.740750959753963e-05,633
50,245102101001,0.02013170885685394,14.433660471646556,717
50,245102102001,0.0002760509595638728,0.33899057834444,1228
50,245102503012,0.0008670254708901469,1.1175958319774044,1289
50,245102503031,0.02348501455837323,15.077379346475608,642
51,245100203002,0.16620154764493217,319.4943092029729,1934
52,245102201003,0.8171597623638286,274.1122323935266,339
52,245102402001,0.33880457366047095,749.9214744076725,2289
53,245100203002,0.11137794147992335,214.10521729676742,1934
53,245100302002,0.5409154401215459,823.9202810625776,1524
54,245102720051,0.0012326373300169207,1.5449853467969175,1263
54,245102720052,0.0004545954269919917,0.41781299082477064,931
54,245102720053,6.526686452556509e-07,0.0008094190191348816,1257
54,245102720063,0.0030335987478385435,3.8921071934768547,1283
54,245102720071,0.999781919929386,2312.5965877330145,2320
54,245102720072,0.7198457003006417,885.4102113697879,1230
54,245102720073,0.9999930153775373,754.7130751485366,786
54,245102801011,0.9999992847530799,881.1991660507981,905
54,245102801012,0.0037931536196750904,4.422601340409556,1169
55,245102301001,0.7091248787739635,705.5792543801086,995
55,245102302001,0.3461521074725431,314.998417800012,910
55,245102302002,0.999744965374566,1261.6781463026796,1262
55,245102303002,0.9999572270465559,1593.9318199122092,1594
55,245102403002,0.0003824303929491686,0.2527864897393997,661
55,245102403003,0.002109375373329096,1.4575783829703675,691
55,245102404001,0.004789039779968308,5.454716309384038,1139
55,245102404003,0.0005258825850500371,0.8303686017940162,1579
56,245100904001,0.001505145656616036,1.6571653679342617,1101
56,245100905002,0.000162333647037288,0.17645667432953227,1087
56,245101202012,0.9886806237811556,963.9636081025427,975
56,245101202024,0.004144031885421926,5.71461996999675,1379
56,245101203001,0.0073615883513454055,6.492920925886648,882
57,245102006001,1.862362440853655e-05,0.01735721794875604,932
57,245102007011,0.9927638007525666,691.9563691245505,697
57,245102007012,0.32430468873105356,265.28123538199463,818
57,245102007013,1.0,764.0,764
57,245102007014,0.9943374690869716,929.7055335963122,935
57,245102007015,0.9852492656677432,685.7334889047547,696
57,245102007021,0.009057537027345651,9.401723434384852,1038
57,245102008002,0.0025795308093953767,2.8839154449040376,1118
57,245102804041,0.00030643386494312726,0.6530105661937993,2131
58,245102602021,0.0017982190889799605,1.1454655596802292,637
58,245102602023,0.0011715975978464988,1.3930295438394873,1189
58,245102701011,0.6181482549579458,422.1952581362784,683
58,245102701012,0.5057570144263714,456.69858402701664,903
58,245102701023,0.0013346937113402262,1.2425998452577394,931
58,245102701024,3.644055644987563e-05,0.03899139540136678,1070
58,245102702001,0.2797375352560123,147.14194354466295,526
58,245102702002,0.08326527639772091,50.95834915540546,612
59,245102717002,6.812364442318576e-06,0.004720968558526794,693
59,245102718011,0.9966678144117534,608.964034605578,611
59,245102718012,0.7318121098589996,548.1272702843902,749
59,245102718013,0.6671149206429864,863.2467073120267,1294
59,245102718021,0.01807331183502021,15.199655253251937,841
59,245102718022,0.008298738585101651,11.269686998568082,1358
59,245102719004,0.1988485774621284,135.41588125170924,681
60,245102603031,0.18601489529978138,242.74943836621503,1305
60,245102604011,1.0,1727.9999999999998,1728
60,245102604012,0.9997378686468311,1799.5281635642948,1800
60,245102604041,9.659246946144003e-06,0.0002196826795508987,23
60,245102604042,0.0010000188134232535,0.6320118900834975,632
61,245101511002,0.008657624293985948,16.423513285691413,1897
61,245101511003,0.6285986348097112,568.2531658679749,904
61,245101511004,0.9979242087094838,653.6403567047169,655
61,245101511005,0.36775647289929486,216.9763190105859,590
61,245101511006,0.711197200287046,767.3817791097231,1079
61,245101512002,8.35078401490187e-10,4.835103944628115e-07,579
62,245102604042,0.0022153130389480614,1.4000778406151775,632
62,245102604043,0.8760166052085311,1402.5025849388442,1601
62,245102607001,5.895672146607991e-06,0.011531934718765272,1956
62,245102608001,0.8325073134561091,1373.637067202619,1650
62,245102608002,0.28559312344680177,365.8447911353521,1281
62,245102610003,4.07110702129019e-05,0.02890485985116053,710
62,245102610004,0.00011117920255126583,0.11162391936147034,1004
63,245100102001,0.690325633562266,666.1642363876188,965
63,245100102004,0.9913709432137664,564.0900666886366,569
63,245100103001,2.062448309927214e-05,0.019820128258400026,961
63,245100601001,0.0012648902047751151,0.815854182079951,645
63,245100601002,0.999879131193408,995.8796146686266,996
63,245100601003,0.9996622587527159,609.7939778391786,610
63,245100601004,0.0010809268882308648,0.6712555975913633,621
63,245100602001,0.9967984194663233,605.0566406160415,607
63,245100602003,0.002857708453978137,1.8317911190000193,641
63,245100602004,0.5204014678956892,586.4924543184419,1127
63,245102604043,0.0029841096876911167,4.77755960999343,1601
63,245102608001,0.0006284062871723896,1.0368703738344722,1650
